INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object
a30d76a6-7b6f-44e4-bdd7-b8ab463c4c28	0.98	26784178	MAO-B activated ROS can cause cell damage in surroundings as well as in neurons [ xref ], and neurons are particularly vulnerable to the oxidative stress [ xref ].	sparser	p(HGNC:MAOB)	increases	act(p(HGNC:ROS1))
a30d76a6-7b6f-44e4-bdd7-b8ab463c4c28	0.98	26784178	MAO-B activated ROS can cause cell damage in surroundings as well as in neurons [XREF_BIBR], and neurons are particularly vulnerable to the oxidative stress [XREF_BIBR].	reach	p(HGNC:MAOB)	increases	act(p(HGNC:ROS1))
700ebf86-9659-472f-b09c-50eef8b95976	0.65	26784178	We also investigated whether MAO-B and anti-glial fibrillary acid protein (GFAP) were co-localized in the SNpc of mouse brain in order to confirm the inhibitory effect of JSE on MPTP induced MAO-B elevation in astrocytes.	reach	p(UP:Q06180)	increases	act(p(HGNC:MAOB))
80ee76ae-f1db-484a-8a81-6397eb932c3d	0.65	26786145	They thereby undertook some investigations relating to AChE inhibition of several analogues of 7-hydroxycoumarin that strongly inhibit MAO-A and MAO-B with marked MAO-B selectivity.	reach	p(HGNC:ACHE)	increases	act(p(HGNC:MAOB))
b4571683-ef4a-4667-9a20-aacfbcd15552	0.65	26802973	Eapp has been reported to be a transcriptional repressor of monoamine oxidase B (Maob) and down-regulates Maob via the Maob core promoter.	reach	p(HGNC:EAPP)	decreases	act(p(HGNC:MAOB))
c37fc83e-6477-4ae8-9d05-02f123bb9157	0.65	26869505	As such, although the Sig-1R-interacting partner protein was not identified in this report, it is tempting to speculate that the Sig-1R agonist PRE-084 may cause the translocation of Sig-1Rs to the nuclear envelope to bind emerin which in turn recruits chromatin remodeling factors to suppress the gene expression of MAOB [XREF_BIBR], thus reducing the dopamine degradation and causing an increase of dopamine in the brain.	reach	p(HGNC:EMD)	decreases	p(HGNC:MAOB)
7df1c73b-93db-4ab4-97b2-941444ff1b15	0.86	26906215	As shown in XREF_FIG, IR treatment dramatically and dose-dependently induced MAOB expression at the mRNA and protein levels in A549 and NCI-H1299 cells.	reach	p(HGNC:INSR)	increases	p(HGNC:MAOB)
27f536e4-9d8f-4d15-9b6c-f4399dcc528a	0.65	26906215	Danshensu was found to significantly inhibit IR induced MAOB activity.	reach	p(HGNC:INSR)	increases	act(p(HGNC:MAOB))
d9a56f3e-4a5c-447e-9b02-1a4340e47880	0.97	26906215	Furthermore, we observed that the previously known MAOB inhibitor selegiline reduced activation of NF-κB and EMT in irradiated NSCLC cells, and according to a previous study, it protects nontumorigenic cells from IR xref .	sparser	p(HGNC:MAOB)	increases	act(p(FPLX:NFkappaB))
d9a56f3e-4a5c-447e-9b02-1a4340e47880	0.97	26906215	Interestingly, the overexpression of MAOB increased the transcriptional activity of NF-kappaB in IR- and danshensu cotreated cells, but its level did not reach that of cells treated with radiation alone.	reach	p(HGNC:MAOB)	increases	act(p(FPLX:NFkappaB))
365091ae-b6f0-4139-9fda-aa968c1d0d59	0.65	26906215	Our ITC and molecular modeling results suggested that danshensu was the only compound among the three final candidates that would exhibit significant affinity for MAOB (XREF_FIG and XREF_SUPPLEMENTARY), and thus, danshensu was selected for additional experiments and found to show considerable inhibitory effects on IR activated MAOB and NF-kappaB activities in NSCLC cells.	reach	p(HGNC:INSR)	decreases	act(p(HGNC:MAOB))
d9a56f3e-4a5c-447e-9b02-1a4340e47880	0.97	26906215	Taken together, these findings indicate that danshensu significantly inhibited MAOB activity via direct binding, and imply that it might be viewed as a lead compound for the inhibition of the MAOB mediated activation of the NF-kappaB pathway induced by IR irradiation.	reach	p(HGNC:MAOB)	increases	act(p(FPLX:NFkappaB))
7df1c73b-93db-4ab4-97b2-941444ff1b15	0.86	26906215	The present study confirms that the mRNA and protein expressions of MAOB are higher in NSCLC cells than in normal lung cells (XREF_FIG) and are further increased dose-dependently by IR treatment (XREF_FIG), which has not been previously reported.	reach	p(HGNC:INSR)	increases	p(HGNC:MAOB)
d9a56f3e-4a5c-447e-9b02-1a4340e47880	0.97	26906215	The present study shows that MAOB inhibition reduces NF-kappaB activity in lung cancer cells, whereas in neuronal cells treatment of MAOB inhibitors such as phenelzine and selegiline has been reported to upregulate or not affect NF-kappaB signals, respectively XREF_BIBR XREF_BIBR.	reach	p(HGNC:MAOB)	increases	act(p(FPLX:NFkappaB))
dcde466c-9e52-4611-8e19-bf5162fec69d	0.86	26917951	SAF inhibits MAO-B and dopamine reuptake and glutamate release, blocks voltage dependent sodium channels, and modulates calcium channels.	reach	p(PFAM:PF08666)	decreases	act(p(HGNC:MAOB))
dcde466c-9e52-4611-8e19-bf5162fec69d	0.86	26917951	XREF_BIBR While DAs mainly act on D2/D3 receptor, SAF inhibits MAO-B activity, exerts glutamate release inhibition, and blocks DA reuptake.	reach	p(PFAM:PF08666)	decreases	act(p(HGNC:MAOB))
7f2112ce-0d53-421f-95cd-edc96b8d7593	0.92	26955970	The results show that (1) tranylcypromine (TCP), a known MAO inhibitor, increases sensitivity to the primary reinforcing effects of nicotine, shifting the dose response curve for nicotine to the left, (2) inhibition of MAO-A, but not MAO-B, increases low-dose nicotine self administration, (3) partial MAO-A inhibition, to the degree observed in chronic cigarette smokers, also increases low-dose nicotine self administration, and (4) TCP decreases the threshold nicotine dose required for reinforcement enhancement.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:MAOA))
55acc8f9-b2b6-46ca-96c7-bed994b45a1c	0.65	26955970	The results show that (1) tranylcypromine (TCP), a known MAO inhibitor, increases sensitivity to the primary reinforcing effects of nicotine, shifting the dose response curve for nicotine to the left, (2) inhibition of MAO-A, but not MAO-B, increases low-dose nicotine self administration, (3) partial MAO-A inhibition, to the degree observed in chronic cigarette smokers, also increases low-dose nicotine self administration, and (4) TCP decreases the threshold nicotine dose required for reinforcement enhancement.	reach	p(HGNC:MAOB)	increases	act(p(PFAM:PF03634))
9331dada-49d6-479c-9a83-b5e1a94a5511	0.99	26955970	The results show that (1) tranylcypromine (TCP), a known MAO inhibitor, increases sensitivity to the primary reinforcing effects of nicotine, shifting the dose response curve for nicotine to the left, (2) inhibition of MAO-A, but not MAO-B, increases low-dose nicotine self administration, (3) partial MAO-A inhibition, to the degree observed in chronic cigarette smokers, also increases low-dose nicotine self administration, and (4) TCP decreases the threshold nicotine dose required for reinforcement enhancement.	reach	p(HGNC:MAOB)	decreases	act(p(HGNC:MAOA))
2f577ce7-89a0-4a5c-bdfe-b47af21e2f0b	0.65	27088037	However, the Sig-1R knockdown increases the mRNA expression of MAOB [XREF_BIBR] and this effect of the Sig-1R relates to its location and ability at the nuclear envelope [XREF_BIBR].	reach	p(HGNC:SIGMAR1)	decreases	p(HGNC:MAOB)
d48b9b63-ed01-4058-bfa3-d3acf6f8c929	0.65	27118978	GST valuable MAO inhibitory capacity over DZ and selectivity to inhibit MAO-B may be due to the presence of C5-OH substitution that may have worked as an inhibitory group.	reach	p(FPLX:GST)	decreases	act(p(HGNC:MAOB))
3341ae9f-061d-4c16-908a-bf70632eeb7b	0.86	27186120	Selective inhibitors of MAO-B reduce the catabolism of dopamine and thereby increase the presynaptic levels of this neurotransmitter in the basal ganglia, without affecting the metabolism of other amines that are catabolized by MAO-A.	reach	p(HGNC:MAOB)	increases	bp(GO:"GO:0009056")
f862d1de-be6c-4bdc-9bc8-8aa8bc9778b7	0.65	27190576	Indeed, Kaludercic et al. have recently demonstrated that MAO-B activation and inhibition of aldehyde dehydrogenase 2 activity contributed to altered mitochondrial bioenergetics [XREF_BIBR].	reach	p(HGNC:MAOB)	increases	act(p(FPLX:ALDH))
a30d76a6-7b6f-44e4-bdd7-b8ab463c4c28	0.98	27190576	We have also showed that ex vivo MAO-A and MAO-B inhibition significantly reduced ROS production, which strongly suggests a role for MAOs as contributors to oxidative stress in diseased atrial myocardium (namely, valvular diseases and coronary heart disease with and without diabetes).	reach	p(HGNC:MAOB)	increases	act(p(HGNC:ROS1))
1057a3c1-2a4c-4985-8d8f-be618532d362	0.86	27341283	From our results, the observed association between PCS constituents MAO-B inhibitions and the extracts neuroprotection in the previous reports suggests more investigations for potential beneficial PCS phytochemicals for PD.	sparser	p(HGNC:MAOB)	decreases	act(p(HGNC:BUB1B))
771a378d-7ef9-4874-bc85-64ceeb5c0e63	0.99	27373997	Most of the synthesized candidates proved to be potent and selective inhibitors of MAO-B rather than MAO-A, with a reversible and competitive mode.	reach	p(HGNC:MAOA)	decreases	act(p(HGNC:MAOB))
feb56b09-3161-4b93-9160-588dd92a38ca	0.65	27381555	This study suggests that MAOB increases ASD risk in males, possibly through its sex specific regulatory effect on 5-HT metabolism and behavior.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:ARSD))
697fd436-2e3f-4fea-a90a-38f2dc37d275	0.65	27434297	Secondly, Parkin activation inhibits MAO-B and attenuates DA breakdown, leading to an increase in DA levels in vitro; and our previous studies indicate that Nilotinib inhibits astrocytes, which modulate MAO-B activity [XREF_BIBR].	reach	p(HGNC:PRKN)	decreases	act(p(HGNC:MAOB))
eae35dff-0908-4c36-84f0-c85c90b5fe2d	0.65	27491295	In the pancreatic islets, MAO-B is expressed in beta and alpha cells and negatively regulates insulin secretion [XREF_BIBR].	reach	p(HGNC:MAOB)	decreases	act(p(HGNC:INS))
a30d76a6-7b6f-44e4-bdd7-b8ab463c4c28	0.98	27633250	Inhibition of the MAO-B enzyme may restore brain levels of monoaminergic neurotransmitters, reduce the formation of toxic ROS and reduce neuroinflammation (reactive astrocytosis), potentially leading to neuroprotection.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:ROS1))
1f742984-5d74-4d3e-9dfc-8206a70e48ab	0.65	27633250	Thus, inhibition of MAO-B enzymatic activity is expected to produce beneficial effects in AD by a dual mechanism, namely, by reducing neurodegenerative processes due to oxidative stress and by re-establishing a physiological tonus of monoaminergic neurotransmission.	reach	p(HGNC:MAOB)	decreases	act(p(PFAM:PF09793))
9c8263c0-7074-445b-8c68-7535f36b4e0e	0.65	27803666	In patients with advanced-stage PD who experience fluctuations in response to LD, MAO-B inhibition potentiates and prolongs the effect of LD and permits use of a lower dose.	reach	p(HGNC:MAOB)	decreases	act(p(HGNC:FMN1))
9331dada-49d6-479c-9a83-b5e1a94a5511	0.99	27803666	In preclinical and clinical studies it was shown that potentiation of the pharmacological effects of tyramine occurs following selective inhibition of MAO-A but not MAO-B.	reach	p(HGNC:MAOB)	decreases	act(p(HGNC:MAOA))
ffa250e3-ace8-42cd-8ab4-91248d8f52dd	1.0	2788162	Isotope effect measurements also established that the rate of inactivation of monoamine oxidase B by MPTP is unaffected by replacement of the C-6 methylene protons with deuterons, but is retarded by replacement of the C-2 methylene protons (DKi = 1.9).	sparser	p(UP:Q06180)	decreases	act(p(HGNC:MAOB))
ffa250e3-ace8-42cd-8ab4-91248d8f52dd	1.0	2788162	The mechanism-based inactivation of monoamine oxidase B by MPTP, therefore, is likely to mediated by a species derived from the enzyme-generated 2,3-dihydropyridinium oxidation product.	sparser	p(UP:Q06180)	decreases	act(p(HGNC:MAOB))
ebfd5e87-2596-4d0e-b7b1-c4882a5b362b	0.92	28067172	In this respect, the A 2A AR antagonist (E)-8-(3-Chlorostyryl) caffeine (CSC) has been demonstrated to also inhibit MAO-B activity at the same time that it has been shown to be effective in in vivo PD models [XREF_BIBR, XREF_BIBR].	reach	bp(MESH:D014411)	decreases	act(p(HGNC:MAOB))
771a378d-7ef9-4874-bc85-64ceeb5c0e63	0.99	28068665	Compound 1,8-dihydroxy-2-methyl-3-(4-methyl-1-oxopentyl) -9,10-phenanthrenedione (2) was moderately effective for the inhibition of MAO-B (IC 50 = 14.50 micro) but not for MAO-A (IC 50> 80 micro).	reach	p(HGNC:MAOA)	decreases	act(p(HGNC:MAOB))
1057a3c1-2a4c-4985-8d8f-be618532d362	0.86	28069007	As part of our search for safe, natural MAO-B inhibitors, and guided by selecting benzopyrone structures, we focused our efforts to investigate compounds that could be responsible for the plant PCS selective MAO-B inhibition.	sparser	p(HGNC:MAOB)	decreases	act(p(HGNC:BUB1B))
a925e7a3-1aba-4b16-96b3-6f9aaeb06d97	0.65	28108387	Our study demonstrated that in AECs, inhibition of MAO-B using selegiline reversed the CSM induced oxidative stress and inflammation.	reach	p(HGNC:MAOB)	increases	bp(GO:"GO:0006954")
508a5295-6961-41fa-9c3a-f6b60a83ef2b	0.65	28203480	However, these results were not completely reproduced in rasagiline-treated model rats, despite obvious glial morphological alteration and IL-1β inhibition by the MAO-B inhibitor ( xref & xref ).	sparser	p(HGNC:MAOB)	decreases	act(p(HGNC:IL1B))
b76b0ba4-0189-4dda-adaf-fa6e79289a41	0.65	28400844	The higher expression of MAO-B may contribute a homeostasis mechanism to reduce the level of amphetamine induced phenylethylamine.	reach	p(HGNC:MAOB)	increases	bp(GO:"GO:0042592")
c0ff928e-5586-4463-8898-32ad7d1df7e7	0.65	28577058	Mao-B knockdown also significantly increased mRNA levels of Bcl-2, brain derived neurotrophic factor (BDNF) and glial cell line derived neurotrophic factor (GDNF).	reach	p(HGNC:MAOB)	decreases	p(HGNC:BCL2)
bd9b4ed9-b699-4d99-b4b2-0c9b8679e837	0.65	28577058	Selegiline significantly increased Mao-B, which was suppressed by Mao-A knockdown with short interfering (si) RNA, whereas rasagiline less markedly increased Mao-B, which was not affected by Mao-A knockdown.	reach	p(HGNC:MAOA)	increases	act(p(HGNC:MAOB))
8ee63bf7-b5fb-4979-8e13-66d314fe4a31	0.65	28577983	The reversibility of MAO-B inhibition by compound C5 was demonstrated by the recovery of enzyme activity after dialysis of mixtures containing enzyme and inhibitor.	sparser	p(HGNC:C5)	decreases	act(p(HGNC:MAOB))
bdba30a7-8c32-4596-bcfc-3710185a2562	0.65	28617441	LSD1 inhibition was first described for the antidepressant agent Tranylcypromine, a MAO-A and MAO-B inhibitor that also inhibits LSD1 due to the high similarity of the catalytic sites of LSD1, MAO-A and MAO-B.  xref  In recent years, more specific LSD1 inhibitors have been developed, some of which have already progressed to clinical trials for the treatment of leukemia or lung cancer. xref , xref High LSD1 levels have been detected in several types of solid tumors or hematological malignancies and have been associated with poor prognosis.  xref  Recently, LSD1 has also been shown to be overexpressed in primary RMS samples. xref , xref However, little is yet known about whether or not LSD1 may serve as a therapeutic target in RMS.	sparser	p(HGNC:MAOB)	decreases	act(p(HGNC:KDM1A))
20a3a887-12f9-41d2-ba26-15921f4d4541	0.65	28634060	Acacetin 7-O-(6-O-malonylglucoside) (AMG) was also found to effectively inhibit MAO-A and MAO-B (IC 50 = 2.34 and 1.87 muM, respectively), and to reversibly and competitively inhibit MAO-A and MAO-B (K i = 1.06 and 0.38 muM, respectively).	reach	p(HGNC:AMELX)	decreases	act(p(HGNC:MAOB))
7d82731f-b8fe-4307-9d65-50d165de4730	0.95	28764767	Furthermore, overexpression of MAO-B enhanced Abeta production.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:APP))
868bd8e7-fe76-4d46-9e12-ee1d6d3c408a	0.65	28764767	Notably, recent studies have shown that binding of the MAO-B ligand 11 C DED is increased at a very early stage in AD [XREF_BIBR, XREF_BIBR, XREF_BIBR], demonstrating that both Abeta pathology and increased MAO-B expression are early events in AD.	reach	p(HGNC:AATF)	increases	p(HGNC:MAOB)
159dffec-d678-4af6-8db2-d139dda7cc72	0.86	28764767	Notably, recent studies have shown that binding of the MAO-B ligand 11 C DED is increased at a very early stage in AD [XREF_BIBR, XREF_BIBR, XREF_BIBR], demonstrating that both Abeta pathology and increased MAO-B expression are early events in AD.	reach	p(HGNC:MAOB)	increases	p(HGNC:MAOB)
7d82731f-b8fe-4307-9d65-50d165de4730	0.95	28764767	The finding that the combination of overexpression of MAO-B and C99 enhanced Abeta production strengthens the hypothesis that the gamma-secretase and MAO-B association exerts an effect on gamma-secretase activity.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:APP))
d824203a-e3d9-447d-ba94-766d0432dd1b	0.65	28764767	Thus, we conclude that MAO-B has a regulatory effect on intraneuronal Abeta levels, presumably mediated by gamma-secretase.	reach	p(FPLX:"Gamma_secretase")	increases	act(p(HGNC:MAOB))
7d82731f-b8fe-4307-9d65-50d165de4730	0.95	28764767	To investigate whether increased expression of MAO-B could lead to enhanced Abeta production, we measured secreted Abeta after overexpression of both MAO-B and the immediate gamma-secretase substrate C99 (the BACE-1 cleavage product of APP) in HepG2 cells.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:APP))
3341ef0d-83e6-4552-bf7b-d42a7b68264d	0.88	29207083	In order to confirm the suppressive effect demonstrated by Lsd1 and Kdm1a, the Lsd1 and Kdm1a inhibitor 2-PCPA, which reduces Lsd1 and Kdm1a, Mao-A and Mao-B activity, was used.	reach	p(HGNC:KDM1A)	decreases	act(p(HGNC:MAOB))
7cbfe162-1047-4386-a9fa-6ff989f83995	0.65	29261141	Previous studies using breast cancer cell lines have reported that estrogen related receptor (ERR) increases MAO-B expression, while ER decreases ERR induced MAO-B expression [XREF_BIBR].	reach	p(HGNC:SLC7A1)	increases	p(HGNC:MAOB)
f0d44c44-d78d-4708-962e-74327726ebdb	0.65	29367643	The decreased activity of MAO-B was accompanied by significantly increased levels of MAO-B preferred substrate beta-PEA and decreased levels of trace amine associated receptor 1 (TAAR-1), a receptor for beta-PEA.	reach	p(HGNC:MAOB)	increases	p(HGNC:TAAR1)
8d11978f-1709-419f-b878-d85997986f9d	0.86	29367643	We hypothesized that parkin deficit decreased MAOB gene expression.	reach	p(HGNC:PRKN)	decreases	p(HGNC:MAOB)
858367dc-0c24-4618-8815-abb77745d819	0.65	29438841	Meanwhile, TSC suppressed activities of MAO-A and MAO-B, up-regulated 5-HT, DA and NE expressions in brain tissues.	reach	p(FPLX:TSC)	decreases	act(p(HGNC:MAOB))
771a378d-7ef9-4874-bc85-64ceeb5c0e63	0.99	2952905	The selective inhibition of MAO-B by QUIN was confirmed using human liver mitochondria; only MAO-B was inhibited by QUIN and MAO-A was not inhibited.	sparser	p(HGNC:MAOA)	decreases	act(p(HGNC:MAOB))
308c75ce-5e07-4336-a134-07bdb6632e54	0.86	29569037	Neuronal and glial MAO-B inhibition contributes to more stable levels of dopamine and other biogenic amines in the synaptic cleft.	sparser	p(HGNC:MAOB)	decreases	act(p(HGNC:GFAP))
308c75ce-5e07-4336-a134-07bdb6632e54	0.86	29670409	It is well known that memantine or amantadine also exerts positive effects on vigilance. xref , xref It warrants an investigation, whether safinamide also improves vigilance, attention, alertness, apathy, cognitive slowing, and depression, because this symptom complex of nonmotor features also responds to MAO-B inhibitors. xref These compounds elevate biogenic amines, such as serotonin or norepinenephrine, in the synaptic cleft. xref The glial MAO-B inhibition improves neurotransmission of bio-genic amines.	sparser	p(HGNC:MAOB)	decreases	act(p(HGNC:GFAP))
e6a51175-0c02-4838-8d6b-72721384b42f	0.65	29691318	Here, we report that a reduction of tonic GABA release by genetic removal or pharmacological inhibition of Best1 or MAOB caused an enhanced neuronal excitability in cerebellar granule cells (GCs), synaptic transmission at the parallel fiber-Purkinje cell (PF-PC) synapses, and motor performance on the rotarod test, whereas an augmentation of tonic GABA release by astrocyte specific overexpression of MAOB resulted in a reduced neuronal excitability, synaptic transmission, and motor performance.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:UGCG))
abe66587-8b1c-4e81-a33e-f1f082d2240d	0.65	29697034	The chalcone class of compounds is well known to potently inhibit MAO-B, while nitrocatechol derivatives (e.g. tolcapone and entacapone) are clinically used COMT inhibitors.	reach	p(PFAM:PF02431)	decreases	act(p(HGNC:MAOB))
9b1b2974-a6b1-4262-a316-c26a079cff87	0.94	29769405	Accordingly, overexpression of AEP in SNCA transgenic mice elicits alpha-Syn N103 cleavage and accelerates PD pathogenesis, and inhibition of MAO-B by Rasagiline diminishes alpha-Syn-mediated PD pathology and motor dysfunction.	reach	p(HGNC:MAOB)	increases	bp(MESH:D010300)
31e538ac-ce25-493e-906b-b0a11ef02488	0.97	29844863	A MAOB activated bifunctional prodrug targeting MGMT and DNA.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:MGMT))
31e538ac-ce25-493e-906b-b0a11ef02488	0.97	29844863	A MAOB activated bifunctional prodrug targeting MGMT and DNA.	sparser	p(HGNC:MAOB)	increases	act(p(HGNC:MGMT))
6a7a9182-1745-49a7-8cd5-3d90327fcb73	0.86	29844863	A MAOB activated bifunctional prodrug targeting MGMT and DNA.	reach	p(HGNC:MAOB)	decreases	act(p(HGNC:MGMT))
31e538ac-ce25-493e-906b-b0a11ef02488	0.97	29844863	Strategy for a MAOB activated MGMT inhibitor.	sparser	p(HGNC:MAOB)	increases	act(p(HGNC:MGMT))
31e538ac-ce25-493e-906b-b0a11ef02488	0.97	29844863	The MGMT:MAOB ratio of a tissue is a proxy for the off-target sensitivity expected from a MAOB-activated MGMT inhibitor, xref .	sparser	p(HGNC:MAOB)	increases	act(p(HGNC:MGMT))
6a7a9182-1745-49a7-8cd5-3d90327fcb73	0.86	29844863	This MAOB dependent loss of active MGMT with PAM-OBG is demonstrated in Figure XREF_FIG (iv) where we show that co-incubation of MAOB inhibitor selegiline and PAM-OBG does not alter MGMT levels.	reach	p(HGNC:MAOB)	decreases	act(p(HGNC:MGMT))
5b81e809-80dd-498c-8d89-6f50ee7de755	0.86	29893510	In vitro assays performed on cultured C8-D1A cells revealed that CGA and CP inhibited MAOB activity and ROS production.	reach	p(HGNC:CGA)	decreases	act(p(HGNC:MAOB))
f3ef3604-58b8-4924-a367-c66ceda0f05b	0.86	29893510	In vitro assays performed on cultured C8-D1A cells revealed that CGA and CP inhibited MAOB activity and ROS production.	reach	p(HGNC:CP)	decreases	act(p(HGNC:MAOB))
5b81e809-80dd-498c-8d89-6f50ee7de755	0.86	29893510	The oral administration of CGA (30 mg kg -1) or CP (300 mg kg -1) prevented MAOB activation following reactive oxygen species (ROS) production and had an ameliorative effect on depressive behavioral tests (e.g., tail suspension and forced swim tests).	reach	p(HGNC:CGA)	decreases	act(p(HGNC:MAOB))
f3ef3604-58b8-4924-a367-c66ceda0f05b	0.86	29893510	The oral administration of CGA (30 mg kg -1) or CP (300 mg kg -1) prevented MAOB activation following reactive oxygen species (ROS) production and had an ameliorative effect on depressive behavioral tests (e.g., tail suspension and forced swim tests).	reach	p(HGNC:CP)	decreases	act(p(HGNC:MAOB))
715b91a6-43de-4d4d-8b05-461ee699874c	0.65	29940538	Kinetic studies document that both IM5 and IM4 are competitive inhibitors of MAO-A and MAO-B with Ki value of 0.11 +/-0.0085 and 0.085 +/-0.0064 muM, respectively.	reach	p(UP:P82705)	decreases	act(p(HGNC:MAOB))
1c0842f1-69a5-473d-ab48-8d3a43c96c48	0.86	29942281	Selegiline is an MAO enzyme inhibitor that preferentially inhibits MAO-B at the low doses commonly used.	sparser	p(UP:Q8GAJ0)	decreases	act(p(HGNC:MAOB))
771a378d-7ef9-4874-bc85-64ceeb5c0e63	0.99	29997470	The latter is not an unreasonable scenario given that we observed that the overexpression of human MAO-A is able to reduce mao-B -but not mao-A- mRNA transcript levels in C6 cells (preliminary observations; data not shown).	reach	p(HGNC:MAOA)	decreases	act(p(HGNC:MAOB))
7d82731f-b8fe-4307-9d65-50d165de4730	0.95	29997470	We acknowledge that correlation does not mean causation; yet, given that MAO-B inhibitors have been shown to reduce the amyloidogenic processing of the APP molecule, this would imply that an increase in MAO-B function would promote amyloidogenic processing of APP.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:APP))
de70203d-373b-423d-903b-8877472f05a2	0.65	29997503	Targeting MAO-A and MAO-B could reduce the generation of ROS and targeting AChE, D 1 receptor and 5-HT 1A together could improve cognitive performance.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:ACHE))
8bc5d019-e306-4e15-8206-b4561110e49a	0.65	29998095	Dual A 1 / A 2A AR antagonist 16b having a 3,5-dichloro substitution pattern on the benzene ring inhibited MAO-B (IC 50 = 136 nM) with almost equal potency as its 3,4-dichloro isomer 16a.	reach	p(HGNC:AR)	decreases	act(p(HGNC:MAOB))
d5d89c07-1324-4b9f-9e52-141502bdb1fb	0.65	30022867	At the core of the aberrant GABA production, monoamine oxidase-b (MAO-B), mainly expressed in astrocytes, was shown to mediate the degradation of putrescine, a polyamine byproduct of degradation of amyloid beta (Abeta) toxin, and the biosynthesis of GABA in Abeta overproducing AD model of APP and PS1 mice [XREF_BIBR].	reach	p(HGNC:MAOB)	increases	bp(GO:"GO:0009058")
a30d76a6-7b6f-44e4-bdd7-b8ab463c4c28	0.98	30022867	Considering the fact that MAO-B action produces ROS by oxidizing monoamine such as acetylputrescine, it is highly likely that MAO-B-mediated ROS can induce hypertrophy in reactive astrocytes during the process of degradation of toxic materials.	reach	p(HGNC:MAOB)	increases	act(p(HGNC:ROS1))
53ed936b-14e8-42cd-8569-005c236f915a	0.65	30022867	Interestingly, MAO-B inhibition in APP and PS1 mice by selegiline significantly reduces the hypertrophy of reactive astrocytes near amyloid plaques [XREF_BIBR] and MAO-B overexpression in astrocytes markedly induce the hypertrophy of astrocytes [XREF_BIBR].	reach	p(HGNC:APP)	increases	p(HGNC:MAOB)
159dffec-d678-4af6-8db2-d139dda7cc72	0.86	30022867	Interestingly, MAO-B inhibition in APP and PS1 mice by selegiline significantly reduces the hypertrophy of reactive astrocytes near amyloid plaques [XREF_BIBR] and MAO-B overexpression in astrocytes markedly induce the hypertrophy of astrocytes [XREF_BIBR].	reach	p(HGNC:MAOB)	increases	p(HGNC:MAOB)
18dcbcf6-67be-40d4-9da7-120493b844fe	0.65	30022867	Interestingly, MAO-B inhibition in APP and PS1 mice by selegiline significantly reduces the hypertrophy of reactive astrocytes near amyloid plaques [XREF_BIBR] and MAO-B overexpression in astrocytes markedly induce the hypertrophy of astrocytes [XREF_BIBR].	reach	p(HGNC:PSEN1)	increases	p(HGNC:MAOB)
07d5fe1f-4c1c-4189-9ed9-51353dad884b	0.65	3108930	L-Deprenyl is a monoamine oxidase (MAO) inhibitor which may selectively inhibit MAO-B at low doses, while at high doses it nonselectively inhibits MAO-A as well as MAO-B.	reach	p(UP:Q6NSN2)	increases	act(p(HGNC:MAOB))
66c08eb9-0785-4bbf-ba3c-e279f4742b66	0.65	3108930	L-Deprenyl is a monoamine oxidase (MAO) inhibitor which may selectively inhibit MAO-B at low doses, while at high doses it nonselectively inhibits MAO-A as well as MAO-B. We studied its effects on several types of cognitive function in 17 patients with DAT.	sparser	p(UP:Q6NSN2)	decreases	act(p(HGNC:MAOB))
771a378d-7ef9-4874-bc85-64ceeb5c0e63	0.99	3335842	BP-N-methylbutylamine was the most potent inhibitor of MAO-A, and BP-N-methylethylamine and -propylamine inhibited MAO-B competitively, whereas BP-N-methylbutylamine and -pentanylamine inhibited it noncompetitively.	sparser	p(HGNC:MAOA)	decreases	act(p(HGNC:MAOB))
5a2703ab-a327-4e70-9476-bdf4e3847efa	0.65	3487053	Of these 3 compounds, only PTP time-dependently inhibited MAO-B, but not -A. Without preincubation, the modes of inhibition of MAO-A and -B by PTP were competitive.	reach	p(HGNC:REG1A)	decreases	act(p(HGNC:MAOB))
4578632a-82f0-457c-a7da-419af085ee4f	0.88	3490636	In preincubation studies, only CPTP greatly enhanced the degree of inhibition of MAO-B when the preincubation time was increased, but inhibition of MAO-A was not enhanced.	reach	p(HGNC:CPTP)	decreases	act(p(HGNC:MAOB))
b197be57-ad28-4156-b055-ed8c0f52a110	0.65	3508523	Both CE-TCP and TCP inhibited MAO-A and MAO-B, with maximum inhibition occurring 60 min after CE-TCP dosing and 30 min after dosing with TCP, times at which brain concentrations of CE-TCP and TCP were at the maximum.	reach	p(PFAM:PF03634)	decreases	act(p(HGNC:MAOB))
