INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object
c071ed43-4f92-4778-ada7-ec6542768122	0.95	20660016	CHOP expression increases in diabetic mouse kidneys and in podocytes treated with ROS and FFA.	reach	p(HGNC:ROS1)	directlyIncreases	act(p(HGNC:DDIT3))
73461c97-a89b-40ad-be13-3d7f30e4ea6f	0.98	20671252	IRAK1 along with other molecules activate NF-kappaB XREF_BIBR.	reach	p(HGNC:IRAK1)	directlyIncreases	act(p(FPLX:NFkappaB))
c6d4aeed-e612-44c2-a648-40d5c509b402	0.95	20672047	In addition, inhibition of NF-kappaB and AP-1 activation in influenza virus infected cells leads to suppressed proinflammatory cytokine production, for example, IL-8 and TNF-alpha.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0001816")
4d0054ac-5799-4ccf-9361-26f88691d77a	0.95	20694829	In agreement with this, Wnt-3a did not induce GSK-3beta phosphorylation in differentiating myoblasts, nor did it affect NFATc3 transcriptional activity, as opposed to IGF-I mediated GSK-3beta inactivation.	reach	p(HGNC:IGF1)	directlyIncreases	act(p(HGNC:GSK3B))
78d8d903-7ff1-4f78-8807-c9688954a60b	0.95	20736167	The best described, SPRED1, has been shown to inhibit the Ras and ERK pathway downstream of Ras.	reach	p(HGNC:SPRED1)	directlyDecreases	act(p(FPLX:ERK))
fbad71e6-c835-48ec-95f7-c7291379ea64	0.95	20808843	MicroRNA miR-7 has been shown to target epidermal growth factor receptor protein (EGFR, also known as HER1 or ErbB-1) and reduce activation of Akt and extracellular signal regulated kinase 1/2 using cell-lines.	reach	p(HGNC:"MIR7-1")	directlyDecreases	act(p(FPLX:AKT))
0c71874f-464d-4378-8f68-7d4af12d3414	0.95	20856677	ER stress enhances Mycobacterium bovis bacillus Calmette-Guerin (BCG)-induced apoptosis in cultured macrophages.	reach	p(HGNC:ESR1)	directlyIncreases	bp(GO:"GO:0006915")
eb01c4cc-e251-4217-a9f6-6ce86cf2993e	0.99	20863366	This is in agreement with the finding that IKKepsilon activates the NF-kappaB pathway in breast cancer, although the mechanism is not fully elucidated [XREF_BIBR, XREF_BIBR].	reach	p(HGNC:IKBKE)	directlyIncreases	act(p(FPLX:NFkappaB))
72000a1a-331a-4cd0-b932-fc0dac5bb4d9	0.95	20922166	The compatibility between the level of clinical periodontal scores and NF-kappaB and IkappaB expression provides evidence of the effectiveness of NF-kappaB activation in chronic periodontal inflammation.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006954")
40d279b2-9c40-483b-8e4e-106c763ded54	0.99	20926331	It has been documented that eIF2alpha phosphorylation activates the transcription factor ATF4, which activates GADD153.	reach	p(HGNC:ATF4)	directlyIncreases	act(p(HGNC:DDIT3))
fbad71e6-c835-48ec-95f7-c7291379ea64	0.95	20931396	As a consequence, miR-7 and miR-331-3p reduce Akt activity and thus have the capacity to regulate a signaling pathway critical to the development and progression of glioblastoma and prostate cancer.	reach	p(HGNC:"MIR7-1")	directlyDecreases	act(p(FPLX:AKT))
51e70dc9-716d-467e-962f-eaf8aaa06ff0	0.95	20965417	In contrast, RelA (p65), a subunit of NF-kB, is targeted to the nucleolus in a stress dependent manner and triggers apoptosis.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006915")
46ccb254-c30d-42d1-891d-17303d643d21	1.0	21035514	7-Ketocholesterol induced a decrease in cytosolic Bid and Bcl-2 levels, increase in cytosolic Bax levels, cytochrome c release, caspase-3 activation and upregulation of p53.	sparser	p(HGNC:CASP3)	directlyIncreases	act(p(HGNC:TP53))
cd9dc75f-8113-49b7-aa3f-3b9d97c729dc	0.98	21035514	Results from this study suggest that 7-ketocholesterol may exert an apoptotic effect against PC12 cells by inducing activation of the caspase-8-dependent pathway as well as activation of the mitochondria mediated cell death pathway, leading to activation of caspases, via the reactive oxygen species dependent activation of NF-kappaB, which is mediated by the Akt pathway.	reach	p(FPLX:AKT)	directlyIncreases	act(p(FPLX:NFkappaB))
539653f4-019f-40a2-b351-4ca8a006a593	0.98	21076081	This study compared the temporal effect of VCD on protein distribution of KIT and its downstream PIK3 activated proteins, AKT and FOXO3.	reach	p(UP:P54675)	directlyIncreases	act(p(FPLX:AKT))
539653f4-019f-40a2-b351-4ca8a006a593	0.98	21076081	This study compared the temporal effect of VCD on protein distribution of KIT and its downstream PIK3-activated proteins, AKT and FOXO3.	sparser	p(UP:P54675)	directlyIncreases	act(p(FPLX:AKT))
c071ed43-4f92-4778-ada7-ec6542768122	0.95	21127198	Overall, our results demonstrate that DBA potentiates TRAIL induced apoptosis through downregulation of cell survival proteins and upregulation of death receptors via ROS mediated CHOP activation.	reach	p(HGNC:ROS1)	directlyIncreases	act(p(HGNC:DDIT3))
623eaef0-1c13-478b-9d18-bb5aecb85570	1.0	21127754	Our results show that IGF-1 is a potent activator of Erk and Akt in rhabdomyosarcoma RMS cells which can be effectively blocked by sorafenib.	reach	p(HGNC:IGF1)	directlyIncreases	act(p(FPLX:AKT))
73461c97-a89b-40ad-be13-3d7f30e4ea6f	0.98	21179087	This signature was also inhibited after IRAK1 knockdown (XREF_SUPPLEMENTARY), indicating that IRAK1 mediates NF-kappaB activation by MYD88 L265P.	reach	p(HGNC:IRAK1)	directlyIncreases	act(p(FPLX:NFkappaB))
623eaef0-1c13-478b-9d18-bb5aecb85570	1.0	21197386	IGF1-induced Akt activation is inhibited by myostatin in skeletal muscle cells [ xref , xref ], but a role for myostatin in the inhibition of insulin-induced activation of Akt has not yet been demonstrated.	sparser	p(HGNC:IGF1)	directlyIncreases	act(p(FPLX:AKT))
3f9b72b1-85a2-4895-97fd-f3ee843f4860	0.95	21203386	IGF-I promoted cell proliferation in the AVG neuroblast population, as witnessed by the increased number of Islet-1 positive cells and the 160% increase of the AVG area (XREF_FIG, compare a with b; XREF_FIG, bars on the right).	reach	p(HGNC:IGF1)	directlyIncreases	bp(GO:"GO:0008283")
e097dc81-706a-4ccd-9e57-d535f600f989	0.95	21241723	In the LF animals, insulin increased pAKT, consistent with insulin-induction of insulin signaling.	reach	p(HGNC:INS)	directlyIncreases	act(p(UP:P54644))
c97a3b8b-eddb-4255-8abf-e28ef34d4cf0	0.99	21256851	PI3Kgamma and Akt activation following GCPR stimulation typically leads to pathological (maladaptive) hypertrophy [XREF_BIBR, XREF_BIBR - XREF_BIBR], whereas loss of PI3Kgamma prevents activation of Akt and PKB and ERK1/2 pathways in response to beta-AR stimulation, resulting in a marked reduction in hypertrophy [XREF_BIBR].	reach	p(HGNC:PIK3CG)	directlyIncreases	act(p(FPLX:AKT))
cd9dc75f-8113-49b7-aa3f-3b9d97c729dc	0.98	21279667	In the absence of PTEN, AKT is constitutively active and can activate NF-κB [ xref ].	sparser	p(FPLX:AKT)	directlyIncreases	act(p(FPLX:NFkappaB))
92e92d63-67d0-44fc-8cf2-8c751ef82a11	1.0	21289177	Moreover, we show that Aβ increases tau phosphorylation and that a specific inhibitor of the tau kinase glycogen synthase kinase 3 blocks the increased tau phosphorylation induced by Aβ and prevents Aβ-induced impairment of LTP in wild-type mice.	sparser	p(HGNC:APP)	directlyIncreases	p(HGNC:MAPT, pmod(Ph))
78d8d903-7ff1-4f78-8807-c9688954a60b	0.95	21364986	We found that hSpred1 and hSpred2 also inhibited PGA 1 -triggered ERK activation (XREF_FIG), and both hSpred proteins abolished EGF, FGF, or PGA 1 -induced Elk1 activation (XREF_FIG).	reach	p(HGNC:SPRED1)	directlyDecreases	act(p(FPLX:ERK))
efc0f64c-a37a-4cf4-9c89-049ff1b9d7ad	0.95	21384408	When the activation of the UPR fails to promote cell survival, the cell is taken down the pro apoptotic ER stress response pathway which can ultimately lead to apoptotic cell death, inflammation and/or fat accumulation.	reach	bp(GO:"GO:0006950")	directlyIncreases	bp(GO:"GO:0008219")
dfd819b2-1f47-4fa7-b0e6-9fa85181aa95	0.65	21387008	The gene expression data indicated a significant up-regulation of several genes involved in Cer and SM synthesis (SPTLC2, FVT1, DEGS1, SGMS1) in the PD VC (XREF_FIG).	reach	p(HGNC:CBLN1)	directlyIncreases	bp(MESH:D010300)
840e5f0e-ec8e-4eb9-81cb-b619edb48caf	0.95	21403858	Consequently, NQO1 is a novel therapeutic target for PD, which can be upregulated by PI3K and Nrf2 activation [XREF_BIBR].	reach	p(FPLX:PI3K)	directlyIncreases	bp(MESH:D010300)
4d0054ac-5799-4ccf-9361-26f88691d77a	0.95	21418519	To explore the possible mechanism involved in AAC and IGF-1 deficiency induced myocardial morphological and functional responses, the impact of AAC and IGF-1 deficiency on expression of the cardiac hypertrophy markers ANF and GATA4, the cardiac proliferation factor Akt, and its downstream targets mTOR and GSK-3beta, which govern protein synthesis and glycogen synthesis, respectively.	reach	p(HGNC:IGF1)	directlyIncreases	act(p(HGNC:GSK3B))
623eaef0-1c13-478b-9d18-bb5aecb85570	1.0	21480565	Radiation-induced DNA damage activates p53, which transactivates genes involved in cell death, cell cycle arrest and DNA repair.  xref  We have previously shown that IGF1 activates endogenous Akt in vivo and suppresses radiation-induced apoptosis; this correlates with preservation of salivary gland function.  xref  Studies in vitro have indicated that radiation can lead to accumulation of cells in G2/M, thereby reducing the S-phase population.  xref  To examine this, single cell suspensions from treated parotid glands were stained with propidium iodide and analyzed by flow cytometry.	sparser	p(HGNC:IGF1)	directlyIncreases	act(p(FPLX:AKT))
cf39b25c-ca63-4355-924a-043483d3d5af	0.95	21493032	The in vitro data indicate that FasL mediated atrophy gene induction is independent of caspase induced cell death (XREF_TABLE), suggesting the possibility that a signaling cascade observed in glioblastoma cells that consists of a src kinase, PI3K, and PKB may be involved XREF_BIBR.	reach	p(FPLX:Caspase)	directlyIncreases	bp(GO:"GO:0008219")
06bd0dfa-24ce-4570-91f4-feea991b6ca4	0.95	21520181	As mentioned above, TNFalpha and IL-6 were down-regulated by the expression of SOCS3 through hepcidin and Fpn STAT3 mediated pathway.	reach	p(HGNC:SOCS3)	directlyDecreases	act(p(HGNC:IL6))
78d8d903-7ff1-4f78-8807-c9688954a60b	0.95	21531714	Finally, we found two tyrosine residues on SPRED1 that are required, when phosphorylated, to inhibit Ras and ERK activation and identified Tyr 420 as a specific dephosphorylation target of SHP2.	reach	p(HGNC:SPRED1)	directlyDecreases	act(p(FPLX:ERK))
e097dc81-706a-4ccd-9e57-d535f600f989	0.95	21554521	Infusion of insulin detemir into the head, but not into the portal or peripheral circulation, significantly increased both pAkt and Akt and pSTAT3 and STAT3 in the liver, compared with glargine infusion.	reach	p(HGNC:INS)	directlyIncreases	act(p(UP:P54644))
efc0f64c-a37a-4cf4-9c89-049ff1b9d7ad	0.95	21605076	This situation leads to stress ER, involving the transcriptional and translational machinery to induce the expression and post-transcriptional modifications of many factors involved in ER stress response mediated cell death.	reach	bp(GO:"GO:0006950")	directlyIncreases	bp(GO:"GO:0008219")
06bd0dfa-24ce-4570-91f4-feea991b6ca4	0.95	21620768	IL-10 also induces SOCS3 expression that suppresses IL-6 signaling pathways and is important for maintaining a regulatory phenotype.	reach	p(HGNC:SOCS3)	directlyDecreases	act(p(HGNC:IL6))
c6d4aeed-e612-44c2-a648-40d5c509b402	0.95	21637390	We next investigated the role of NF-kappaB in HBHA induced proinflammatory cytokine production by BMDMs.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0001816")
018c50fb-d378-418b-b20c-0301870c00ab	0.95	21645329	It is plausible that such NGF dependent pathways could drive both acute (receptor sensitization) and chronic (increased transcription and translation) changes in nociceptor phenotype.	reach	p(HGNC:NGF)	directlyIncreases	bp(GO:"GO:0006351")
78d8d903-7ff1-4f78-8807-c9688954a60b	0.95	21668589	Overexpression of miR126 suppressed Spred1 expression and enhanced ERK activity in primary bone marrow cells and MC9 mast cells, which were associated with elevated FcepsilonRI mediated cytokine production.	reach	p(HGNC:SPRED1)	directlyDecreases	act(p(FPLX:ERK))
018c50fb-d378-418b-b20c-0301870c00ab	0.95	21677785	XREF_TABLE describes the analysis of the main functional categories of genes whose expression levels correlate with those of the transcription factors modulated by the NGF or proNGF.	reach	p(HGNC:NGF)	directlyIncreases	bp(GO:"GO:0006351")
0c71874f-464d-4378-8f68-7d4af12d3414	0.95	21681220	Because caspase 4 is an ER-resident caspase known to be implicated in ER stress induced apoptosis, we decided to investigate whether or not caspase 4 is activated following the Ad-INFalpha treatment.	reach	p(HGNC:ESR1)	directlyIncreases	bp(GO:"GO:0006915")
51e70dc9-716d-467e-962f-eaf8aaa06ff0	0.95	21689746	The NF-kappaB transcription factor mediates resistance to apoptosis by promoting the gene transcription of a variety of antiapoptotic proteins [XREF_BIBR].	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006915")
6651b919-e95e-4e34-b29a-c55dc6677fb6	0.95	21726895	IGF-1 activates the pAKT pathway in low-grade SOC and is inhibited by the AKT inhibitor MK-2206 and IGF-1R knockdown.	reach	p(HGNC:IGF1)	directlyIncreases	act(p(UP:P54644))
6651b919-e95e-4e34-b29a-c55dc6677fb6	0.95	21726895	In order to confirm that IGF-1 activates the pAKT pathway in ovarian cancer, we performed Western blot analysis of pAKT activation in ovarian cancer cell lines treated with exogenous IGF-1.	reach	p(HGNC:IGF1)	directlyIncreases	act(p(UP:P54644))
51e70dc9-716d-467e-962f-eaf8aaa06ff0	0.95	21776018	10 Activation of NF-kappaB and activator protein-1 (AP-1) increased cytokine expression and apoptosis in the cochlea and in immortalized cochlear cells derived from the organ of Corti.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006915")
40d279b2-9c40-483b-8e4e-106c763ded54	0.99	21801305	We demonstrate that salermide induces expression of ATF4, and ATF4 up-regulates ATF3 and subsequently modulates CHOP.	reach	p(HGNC:ATF4)	directlyIncreases	act(p(HGNC:DDIT3))
69c67fc7-405a-40da-a682-44605602a364	0.95	21821103	Interestingly, phosphorylation of eIF2a favors translation of activating transcription factor 4 (ATF4) which has been shown to promote apoptotic cell death via transactivation of C/EBP-homologous protein (CHOP).	reach	p(HGNC:ATF4)	directlyIncreases	bp(GO:"GO:0008219")
eee57673-9e37-4cd5-8c8c-6989f2ab5af5	0.95	21908404	For example, GRP78 expression was induced by ER stress to release the ER stress.	reach	p(HGNC:HSPA5)	directlyIncreases	act(p(HGNC:ESR1))
59e4b84b-c1c9-494b-8c48-9ab41d78affd	1.0	21911421	We found that knockdown of Src and PKCzeta could inhibit CHIP mediated increase in the phosphorylated levels of IRAK1 and TBK1 (XREF_FIG), indicating that CHIP may promote the activation of Src and PKCzeta, which, in turn, phosphorylated and activated IRAK1 and TBK1.	reach	p(HGNC:IRAK1)	directlyIncreases	act(p(HGNC:IRAK1))
51e70dc9-716d-467e-962f-eaf8aaa06ff0	0.95	21935918	NF-kappaB promotes pancreatic cancer growth in part by opposing apoptosis XREF_BIBR, XREF_BIBR and mediates the induction of mitogenic gene products 8.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006915")
0991ea45-f706-4dc8-bb41-b161314148c3	0.95	21949832	These data suggest that Akt mediates IL-10 regulation of TNF-alpha induced cardiomyocyte apoptosis.	reach	p(FPLX:AKT)	directlyIncreases	bp(GO:"GO:0006915")
40d279b2-9c40-483b-8e4e-106c763ded54	0.99	21966512	If, however this adaptation process fails, then the pro-apoptotic process will be initiated by ATF6 and ATF4 dependent transcriptional activation of CHOP.	sparser	p(HGNC:ATF4)	directlyIncreases	act(p(HGNC:DDIT3))
78d8d903-7ff1-4f78-8807-c9688954a60b	0.95	21986312	XREF_BIBR) Spred-1 could suppress IL-5-dependent cell proliferation and ERK activation.	reach	p(HGNC:SPRED1)	directlyDecreases	act(p(FPLX:ERK))
cd9dc75f-8113-49b7-aa3f-3b9d97c729dc	0.98	22110694	In particular, PKB and Akt dependent activation of NFkappaB induces expression of anti-apoptotic and/or neurotrophic factors XREF_BIBR, XREF_BIBR.	reach	p(FPLX:AKT)	directlyIncreases	act(p(FPLX:NFkappaB))
920a4f0a-c035-4346-96ce-2d79dab40db5	1.0	22133269	When attached to LPS binding protein (LBP), an acute phase protein, this complex binds to CD14, which further activates TLR4.	reach	p(HGNC:CD14)	directlyIncreases	act(p(HGNC:TLR4))
0755e65a-7681-44e8-a0af-ce15e55fe046	0.99	22140566	It has been reported that NGF mediated ERK activation induces phosphorylation of cAMP response element binding protein (CREB), which further recruits the CREB binding protein (CBP) to the promoter regions of cAMP responsive genes associated with dendritic spine growth, morphology change, synaptic plasticity, and long-term memory XREF_BIBR, XREF_BIBR.	reach	p(HGNC:NGF)	directlyIncreases	act(p(FPLX:ERK))
920a4f0a-c035-4346-96ce-2d79dab40db5	1.0	22194732	Although unable to trigger cellular signaling, CD14 promotes loading of TLR4 and MD2 and TLR2 with their ligands, a mechanism that contributes to detection of these soluble molecules in small amounts.	reach	p(HGNC:CD14)	directlyIncreases	act(p(HGNC:TLR4))
775f864e-0093-4adc-87f9-d77148273465	1.0	22362362	In control rat fibroblasts, 50 ng/ml IGF1 induced rapid and strong activation of IRS1, as evidenced by the phosphorylation of Tyr612, which is essential for IRS1 activation and to generate a docking site for the downstream PI3K (XREF_FIG).	reach	p(HGNC:IGF1)	directlyIncreases	act(p(HGNC:IRS1))
72000a1a-331a-4cd0-b932-fc0dac5bb4d9	0.95	22393127	Published data show that NF-kappaB signaling in astrocytes promotes neurotoxicity and CNS inflammation.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006954")
0755e65a-7681-44e8-a0af-ce15e55fe046	0.99	22404972	In contrast, NGF induced ERK activation in the same cells is sustained and accompanied by a nuclear translocation causing cell cycle arrest and neuronal differentiation.	reach	p(HGNC:NGF)	directlyIncreases	act(p(FPLX:ERK))
06bd0dfa-24ce-4570-91f4-feea991b6ca4	0.95	22476871	Since SOCS3 is one of the inhibitors of the IL-6 and STAT3 signaling, here we aim at investigating whether SOCS3 can antagonize the IL-6 and STAT3 pathway, thus improving muscle wasting in cancer- and burn associated cachexia.	reach	p(HGNC:SOCS3)	directlyDecreases	act(p(HGNC:IL6))
697a8013-0350-4626-a5db-6228b907506c	0.99	22491325	sAPP-alpha decreases Abeta species and beta-CTF in vitro.	reach	p(HGNC:APP)	directlyDecreases	act(p(HGNC:APP))
6549fbd1-6832-4252-9130-823a07ab1a87	0.95	22494990	The repression of alpha-synuclein by miR-7 has been shown to be protective against oxidative stress and apoptosis of DA neurons in the striatum [XREF_BIBR].	reach	p(HGNC:"MIR7-1")	directlyDecreases	act(p(HGNC:SNCA))
fa2d0182-7d30-4f39-864f-7cd17a0eb20b	0.98	22530004	In addition, it has been shown that mutant Htt caused increased levels of reactive oxygen species (ROS) in neuronal and non neuronal cells XREF_BIBR and ER stress caused by ROS activated HSPA5 expression XREF_BIBR.	reach	p(HGNC:ROS1)	directlyIncreases	act(p(HGNC:HSPA5))
fa2d0182-7d30-4f39-864f-7cd17a0eb20b	0.98	22530004	In addition, it has been shown that mutant Htt caused increased levels of reactive oxygen species (ROS) in neuronal and non neuronal cells XREF_BIBR and ER stress caused by ROS activated HSPA5 expression XREF_BIBR.	reach	p(HGNC:ROS1)	directlyIncreases	act(p(HGNC:HSPA5))
e097dc81-706a-4ccd-9e57-d535f600f989	0.95	22590537	Chronic hyperinsulinemia has been shown to reduce acute insulin induced Akt-p in hepatocytes XREF_BIBR.	reach	p(HGNC:INS)	directlyIncreases	act(p(UP:P54644))
d58da677-6b7d-40bc-a7ba-083b03da81a7	0.99	22596190	Students will be fascinated to learn that the same kinase (Akt) that is activated by insulin to enhance cellular glucose uptake is also activated in most cancers.	reach	p(HGNC:INS)	directlyIncreases	act(p(FPLX:AKT))
cd9dc75f-8113-49b7-aa3f-3b9d97c729dc	0.98	22683727	Inhibiting any one of these 3 pathways, Akt, p38 or JNK, is sufficient to block NFkappaB activation.	reach	p(FPLX:AKT)	directlyIncreases	act(p(FPLX:NFkappaB))
f5fc46a8-a98a-4bd1-9930-0f3564842809	0.95	22781655	Apart from ER specific apoptotic pathway, the capacity of ER stress to induce cell death through a series of events at the mitochondrial level has been suggested [XREF_BIBR].	reach	p(HGNC:ESR1)	directlyIncreases	bp(GO:"GO:0008219")
72000a1a-331a-4cd0-b932-fc0dac5bb4d9	0.95	22940906	Recent research revealed that proinflammatory pathway of IkappaB kinase (IKKbeta) and downstream nuclear factor-kappaB (NF-kappaB) mediates HFD induced hypothalamic inflammation to cause metabolic syndrome XREF_BIBR - XREF_BIBR.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006954")
46ccb254-c30d-42d1-891d-17303d643d21	1.0	22949823	Later, these authors [XREF_BIBR] investigated the mechanism of antiproliferative activity of these compounds and concluded that they induced apoptosis, provoked changes in cell cycle distribution, caspase-3 activation and activation of the p53 tumor suppressor gene family p73.	reach	p(HGNC:CASP3)	directlyIncreases	act(p(HGNC:TP53))
697a8013-0350-4626-a5db-6228b907506c	0.99	22950863	Consequently, we suggest that γ-secretase inhibitors that preferentially inhibit PS1-containing γ-secretase complexes (e.g., sulfonamides [ xref , xref ]) represent a promising avenue for reducing Aβ production while leaving the generation of the physiologically critical AICD and NICD products relatively unaffected.	sparser	p(HGNC:APP)	directlyDecreases	act(p(HGNC:APP))
12fc128d-91e3-4acd-985a-ebb192b3a6e2	0.99	22982462	Since CD14, MD2 and lipid rafts play a role in the recycling phenomenon, it is possible that the 4F mediated decrease in CD14 and MD2 (XREF_FIG) may prevent the reassembly of the TLR4 ligand complex.	reach	p(HGNC:LY96)	directlyIncreases	act(p(HGNC:TLR4))
51e70dc9-716d-467e-962f-eaf8aaa06ff0	0.95	23028889	The NLR activation in cardiomyocytes was associated with NF-kappaB activation and induction of apoptosis.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006915")
697a8013-0350-4626-a5db-6228b907506c	0.99	23049854	In intracerebral injection group, the levels of Abeta and APP-CT in Tg-hASC were significantly reduced (Abeta, from 1.0 +/-0.039 to 0.55 +/-0.018, P < 0.05, XREF_FIG; APP-CT, from 1.0 +/-0.033 to 0.63 +/-0.029, P < 0.05, XREF_FIG).	reach	p(HGNC:APP)	directlyDecreases	act(p(HGNC:APP))
f5fc46a8-a98a-4bd1-9930-0f3564842809	0.95	23066505	When unmitigated, ER stress is toxic to cells and triggers cell death.	reach	p(HGNC:ESR1)	directlyIncreases	bp(GO:"GO:0008219")
72000a1a-331a-4cd0-b932-fc0dac5bb4d9	0.95	23088768	It also suggest that p38alpha MAP kinase and p65 (NF-kappaB) inhibition in vascular endothelium may limit excessive tissue inflammation induced by radiation therapy, and thereby limit the associated acute and late tissue damage.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006954")
efc0f64c-a37a-4cf4-9c89-049ff1b9d7ad	0.95	23091802	Importantly, cell death induced by ATR or CHK1 inhibitors occurs independent of p53, suggesting that reactivation of p53 and inhibition of the replication stress response might trigger distinct cell death pathways in Myc driven tumors.	reach	bp(GO:"GO:0006950")	directlyIncreases	bp(GO:"GO:0008219")
6651b919-e95e-4e34-b29a-c55dc6677fb6	0.95	23119004	Among these four growth factors, IGF-I induced the highest activation of pAKT in MCF7 and T47D cells (XREF_FIG).	reach	p(HGNC:IGF1)	directlyIncreases	act(p(UP:P54644))
73461c97-a89b-40ad-be13-3d7f30e4ea6f	0.98	23160924	Interleukin-1 receptor associated kinase 1 (IRAK1) is the upstream gene that stimulates the NF-kappaB pathway [XREF_BIBR].	reach	p(HGNC:IRAK1)	directlyIncreases	act(p(FPLX:NFkappaB))
51e70dc9-716d-467e-962f-eaf8aaa06ff0	0.95	23164372	Sequestered RACK1 is unable to activate apoptosis mediated by MTK1, and TRAF2 is unable to activate apoptosis mediated by TNFalpha and NFkappaB.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006915")
92e92d63-67d0-44fc-8cf2-8c751ef82a11	1.0	23175838	Using the antibody 6D11 to prevent oligomeric Aβ from binding to PrP c , we abolished Fyn activation and Fyn-dependent tau hyperphosphorylation induced by endogenous oligomeric Aβ in vitro .	sparser	p(HGNC:APP)	directlyIncreases	p(HGNC:MAPT, pmod(Ph))
06bd0dfa-24ce-4570-91f4-feea991b6ca4	0.95	23185530	SOCS3 has a differential effect on IL-6 and IL-10 receptor signaling : the IL-6 receptor signaling is down-regulated by SOCS3, whereas that by IL-10 receptor is not XREF_BIBR.	reach	p(HGNC:SOCS3)	directlyDecreases	act(p(HGNC:IL6))
623eaef0-1c13-478b-9d18-bb5aecb85570	1.0	23236487	It has previously been demonstrated that IGF-1 activates Akt leading to suppression of apoptosis in irradiated salivary acinar cells XREF_BIBR, XREF_BIBR.	reach	p(HGNC:IGF1)	directlyIncreases	act(p(FPLX:AKT))
51dd5a26-38f6-4ed6-816a-35ab60dc1fd3	1.0	23244239	In fact, Tollip overexpression dramatically inhibits IRAK1 kinase activity [XREF_BIBR] and suppresses NF-kappaB activation [XREF_BIBR, XREF_BIBR, XREF_BIBR].	reach	p(HGNC:TOLLIP)	directlyDecreases	act(p(HGNC:IRAK1))
cd9dc75f-8113-49b7-aa3f-3b9d97c729dc	0.98	23251686	The PI3K and Akt pathway, acting in conjunction with other factors, is known to increase the activation of the NF-kappaB pathway by phosphorylation of IKK XREF_BIBR, XREF_BIBR.	reach	p(FPLX:AKT)	directlyIncreases	act(p(FPLX:NFkappaB))
cf39b25c-ca63-4355-924a-043483d3d5af	0.95	23265941	The depletion of glutathione in mitochondria favors the accumulation of ROS and induces the release of cytochrome c which triggers caspase induced cell death.	reach	p(FPLX:Caspase)	directlyIncreases	bp(GO:"GO:0008219")
0991ea45-f706-4dc8-bb41-b161314148c3	0.95	23306701	Our findings that inactivated PI3K or Akt induces apoptosis and that dominant negative Akt has the ability to enhance apoptosis highlight the importance of PI3K and Akt signaling in promoting survival.	reach	p(FPLX:AKT)	directlyIncreases	bp(GO:"GO:0006915")
4d0054ac-5799-4ccf-9361-26f88691d77a	0.95	23388061	IGF-I increases pGSK3beta signaling in the OSE.	reach	p(HGNC:IGF1)	directlyIncreases	act(p(HGNC:GSK3B))
21f34343-4d1f-4f2a-97f2-dcbe4704a698	0.86	23396211	However, IKKepsilon and TBK1 may attenuate, without eliminating, the inflammatory response.	reach	p(HGNC:IKBKE)	directlyDecreases	bp(GO:"GO:0006954")
775f864e-0093-4adc-87f9-d77148273465	1.0	23403580	IGF-1 and IGF-1R induces differentiation rather than proliferation when the cells do not express or underexpress insulin receptor substrate-1 (IRS-1), a docking protein for both IGF-1R and the insulin receptor that is known to send a mitogenic, anti-apoptotic and anti-differentiation signal XREF_BIBR XREF_BIBR.	reach	p(HGNC:IGF1)	directlyIncreases	act(p(HGNC:IRS1))
a6f8e61d-9758-4de0-ad6e-9ae0e93491f0	0.95	23514404	Second, it is important to realise that the contribution of higher prevalence CRFs in RA is one side of the coin, but the other side is effective suppression of the inflammation.	reach	p(PFAM:PF12252)	directlyDecreases	bp(GO:"GO:0006954")
51e70dc9-716d-467e-962f-eaf8aaa06ff0	0.95	23559016	3 Conversely, loss of cardiomyocytes during MI has been mainly attributed to necrosis, 9 although involvement of reactive oxygen species, 10 P38-mitogen-activated protein kinase (MAPK) 11 and NF-kappaB activation in cardiomyocyte apoptosis during MI has been reported.	reach	p(FPLX:NFkappaB)	directlyIncreases	bp(GO:"GO:0006915")
eee57673-9e37-4cd5-8c8c-6989f2ab5af5	0.95	23559016	Though mitochondrial VDAC1 and endoplasmic reticulum (ER) stress marker GRP78 were upregulated during hypertrophy and MI, whether this upregulation resulted in dysfunction of mitochondria or ER leading to myocyte apoptosis was not clear.	reach	p(HGNC:HSPA5)	directlyIncreases	act(p(HGNC:ESR1))
