INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object	Checked	Correct	Change	annotation
0d714fa6-f8d6-4046-911a-56f4f9f7b537	0.95	22082370	IL-10 suppresses human osteoclastogenesis by downregulating TREM-2 expression.	reach	p(HGNC:IL10)	decreases	p(HGNC:TREM2)				
d4542505-c43f-491c-9ac2-ff82ebc6ff2d	0.65	22102906	In contrast, signals mediated by TREM2 (triggering receptor expressed on myeloid cells-2) and the phosphatidylserine receptor are involved in microglial phagocytosis without inflammation, for example, of apoptotic cells XREF_BIBR.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:JMJD6))				
9f401b5b-7a14-490b-8204-764d5eebc1f8	0.65	22312126	Ablation of either TREM2 or beta-catenin inhibits the proliferation of OcP, accelerating their differentiation into bone resorbing OC, which ultimately cause osteoporosis.	reach	p(HGNC:TREM2)	decreases	act(p(UP:P83689))				
705016dc-ceac-4d8e-941e-e2e6d74b736d	0.86	22312126	Accordingly, we found that TREM-2 deficiency impaired the M-CSF-induced phosphorylation of Syk and, in part, Pyk2.	reach	p(HGNC:TREM2)	decreases	p(HGNC:SYK, pmod(Ph))				
04009d18-fcec-42f3-8d79-3c7379756c85	0.86	22312126	Given this, it is conceivable that TREM2 deficiency may induce an earlier cell cycle arrest, which favors OcP to differentiate more rapidly into mature OC.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0007049"")"				
d4cc9d39-c55e-4297-a56b-dd5bcd30e3b9	0.95	22312126	In vitro, lack of TREM2 impairs proliferation and beta-catenin activation in osteoclast precursors (OcP) in response to macrophage-colony stimulating factor (M-CSF).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:CTNNB1))				
705016dc-ceac-4d8e-941e-e2e6d74b736d	0.86	22312126	Lack of TREM2 did not abolish basal Syk phosphorylation, most likely because TREM2 deficient OC expressed other DAP12 associated receptors, such as Sirpbeta1 and Clec5A, which can transduce ITAM signals (XREF_SUPPLEMENTARY).	reach	p(HGNC:TREM2)	decreases	p(HGNC:SYK, pmod(Ph))				
858b16d3-b021-4da5-bf03-a0b909600224	0.86	22312126	Mechanistically, TREM2 and beta-catenin augment the M-CSF-induced proliferation of OcP, retarding their differentiation into mature OC.	reach	p(HGNC:TREM2)	increases	act(p(UP:P83689))				
8accf3f8-21ec-48b5-8c18-5343e0986f11	0.92	22312126	Mechanistically, we demonstrate that TREM2 deficiency results in a defective activation of beta-catenin and proliferation of OcP, which accelerates their differentiation into functionally mature OC with bone resorbing capacity.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:CTNNB1))				
858b16d3-b021-4da5-bf03-a0b909600224	0.86	22312126	Mechanistically, we demonstrate that TREM2 deficiency results in a defective activation of beta-catenin and proliferation of OcP, which accelerates their differentiation into functionally mature OC with bone resorbing capacity.	reach	p(HGNC:TREM2)	increases	act(p(UP:P83689))				
05eda030-6da6-45af-8554-6e3bcd53f049	0.95	22312126	Mechanistically, we demonstrate that TREM2 deficiency results in a defective activation of beta-catenin and proliferation of OcP, which accelerates their differentiation into functionally mature OC with bone resorbing capacity.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0008283"")"				
2da70f35-b96a-4cec-9752-4eff1c0795c5	0.65	22312126	Therefore, TREM2 deficiency also causes accelerated differentiation of OC on a mineralized substrate.	reach	p(HGNC:TREM2)	increases	act(p(UP:P22810))				
d5307fc0-2ae7-4e4a-a6fa-2563a24f0a42	0.86	22403545	"The only identified TREM2 agonist is the endogenous "" self "" ligand HSP60, which upon binding to TREM2 strongly stimulates microglial phagocytosis."	reach	p(HGNC:HSPD1)	increases	act(p(HGNC:TREM2))				
5510c569-ffc8-4347-99c8-1e75712a45e6	0.65	22554886	In vitro PE particles stimulated osteoclast resorption in the presence of 50 ng ml (-1) receptor activator NFkappaB (RANKL) and significantly elevated the expression of OSCAR, FcRgamma, TREM2 and DAP12 during osteoclast formation.	reach	p(HGNC:PREP)	increases	p(HGNC:TREM2)				
2916074b-e9d8-4e66-a304-c68e969a7223	0.65	22807064	Thus, ET2 expression increases RANK and TREM2 expression, leading to more rapid induction of NFATc1 and increased osteoclast complexity as measured by size and number of nuclei.	reach	p(HGNC:EDN2)	increases	p(HGNC:TREM2)				
99d430b0-9fe0-44a0-8df0-49bdbe6252f4	0.65	22949039	Experimentally, intravenously injected TREM2 transduced myeloid precursor cells in EAE mice ameliorated symptoms by facilitating repair in the CNS with limited tissue destruction, increased gene transcription of IL-10, and decreased gene transcription of TNF-alpha, IFNgamma, and IL-1beta in the spinal cords, and not in the peripheral lymphoid organs [XREF_BIBR].	reach	p(HGNC:TREM2)	decreases	p(HGNC:IFNG)				
d1dd79d0-2d40-41f8-b497-b022691f3fe4	0.65	22949039	Experimentally, intravenously injected TREM2 transduced myeloid precursor cells in EAE mice ameliorated symptoms by facilitating repair in the CNS with limited tissue destruction, increased gene transcription of IL-10, and decreased gene transcription of TNF-alpha, IFNgamma, and IL-1beta in the spinal cords, and not in the peripheral lymphoid organs [XREF_BIBR].	reach	p(HGNC:TREM2)	increases	p(HGNC:IFNG)				
8d276f9c-7f2b-4aae-a68c-3b1dd51f99c0	0.92	22949039	Experimentally, intravenously injected TREM2 transduced myeloid precursor cells in EAE mice ameliorated symptoms by facilitating repair in the CNS with limited tissue destruction, increased gene transcription of IL-10, and decreased gene transcription of TNF-alpha, IFNgamma, and IL-1beta in the spinal cords, and not in the peripheral lymphoid organs [XREF_BIBR].	reach	p(HGNC:TREM2)	directlyIncreases	p(HGNC:IL10)				
a11ab9dc-c208-4a83-847a-e165df225b9e	0.95	22949039	Experimentally, intravenously injected TREM2 transduced myeloid precursor cells in EAE mice ameliorated symptoms by facilitating repair in the CNS with limited tissue destruction, increased gene transcription of IL-10, and decreased gene transcription of TNF-alpha, IFNgamma, and IL-1beta in the spinal cords, and not in the peripheral lymphoid organs [XREF_BIBR].	reach	p(HGNC:TREM2)	increases	p(HGNC:IL1B)				
6dc224bd-74b1-4a6c-b269-59ee5eb7cd86	0.95	23108068	TREM-2 contributes to mucosal inflammation during development of colitis in mice.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0006954"")"				
2470be13-af4e-4f99-8db8-7d197c1120bd	0.86	23150908	The expression of TREM2 also correlated positively with the ability of microglia to stimulate the proliferation of CD4+ T cells, as well as the secretion of tumor necrosis factor and CCL2, but not interferon-gamma, into the extracellular milieu.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:CCL2))				
b885b746-53e3-41a4-a959-b7c9a142ec75	0.86	23150908	The expression of TREM2 also correlated positively with the ability of microglia to stimulate the proliferation of CD4+ T cells, as well as the secretion of tumor necrosis factor and CCL2, but not interferon-gamma, into the extracellular milieu.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:IFNG))				
dab3e939-d3e5-4c92-8b6c-c27ac9062ead	0.95	23150908	The expression of TREM2 also correlated positively with the ability of microglia to stimulate the proliferation of CD4+ T cells, as well as the secretion of tumor necrosis factor and CCL2, but not interferon-gamma, into the extracellular milieu.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:TNF))				
dab3e939-d3e5-4c92-8b6c-c27ac9062ead	0.95	23150934	28 TREM2 control of constitutive cytokine signaling may promote survival by prompting the secretion of tumor necrosis factor at levels that potentiate survival and repair pathways through tumor necrosis factor receptor 2 (TNFR2).	reach	p(HGNC:TREM2)	increases	act(p(HGNC:TNF))				
aaaefebe-b8c1-42b8-a175-12bde4706148	0.65	23165310	TREM-2 associates with the adaptor DNAX activating protein of 12 kDa (DAP12), a transmembrane adapter, recognized for its role in transducing activation signals for an extended array of receptors in NK cells, granulocytes, monocytes and macrophages, and dendritic cells [XREF_BIBR].	reach	p(HGNC:TREM2)	increases	act(p(HGNC:BCAP31))				
d5307fc0-2ae7-4e4a-a6fa-2563a24f0a42	0.86	23301011	Alternatively, post-ischemic HSP60 induction XREF_BIBR may underlie the dramatic increase of TREM2 following stroke observed here.	reach	p(HGNC:HSPD1)	increases	act(p(HGNC:TREM2))				
94b71293-0591-438e-8122-114bb72fbbe0	0.65	23301011	Induction of the heat shock protein HSP60 stimulates the phagocytic activity of TREM2 expressing microglia XREF_BIBR and could represent one mechanism of the anti-apoptotic and anti-inflammatory effect of HSP60.	reach	p(HGNC:HSPA14)	increases	act(p(HGNC:TREM2))				
34803c4a-393c-41c9-b29d-f93eb8c9ca87	0.86	23314916	Silencing of TREM-2 enhanced expression of TLR-4, as well as TNF-alpha and IL-10, by alveolar macrophages following LPS stimulation.	reach	p(HGNC:TREM2)	decreases	p(HGNC:TLR4)				
c4c244fa-ce17-4134-9a97-6a0d11481477	0.65	23358229	Transcripts that are expected to promote GPCR signaling, including E2f8, that increases, and Rgs1 and Trem2, that decrease.	reach	p(HGNC:TREM2)	increases	act(p(FPLX:GPCR))				
0d714fa6-f8d6-4046-911a-56f4f9f7b537	0.95	23436579	For example, IL-10 inhibits expression of c-Fos, c-Jun, TREM-2 and NFATc1 in OCPs.	reach	p(HGNC:IL10)	decreases	p(HGNC:TREM2)				
54440505-2e16-4e39-936d-66b1437c8bb1	0.95	23611998	TREM-2 promoted host resistance to PA infection by suppressing corneal inflammation via activation of the PI3K and Akt pathway.	reach	p(HGNC:TREM2)	decreases	"bp(GO:""GO:0006954"")"				
47ffaf25-3f80-4099-818f-c666985a7e94	0.98	23630462	TREM2 is associated with the adaptor protein DNAX activating protein of 12-kDa (DAP12), which transmits the signal from the receptor to the intracellular signaling cascade.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:TYROBP))				
39a10dc0-bf7a-4479-a19c-908ace857292	0.65	23789115	Recently, DAP12 was shown to associate with SH2-domain inositol phosphatase (SHIP1) in osteoclasts to mediate inhibitory ITAM signals induced by TREM2 crosslinking or M-CSF but not RANKL.	reach	p(HGNC:TREM2)	decreases	act(p(PFAM:PF02189))				
60fef33f-60a8-4c89-8d23-c646e82a362e	0.65	23789115	Recently, DAP12 was shown to associate with SH2-domain inositol phosphatase (SHIP1) in osteoclasts to mediate inhibitory ITAM signals induced by TREM2 crosslinking or M-CSF but not RANKL.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:TNFSF11))				
54440505-2e16-4e39-936d-66b1437c8bb1	0.95	23800361	Recent findings support a model in which TREM2 suppresses inflammation while at the same time promoting tissue repair through the removal of apoptotic cells [XREF_BIBR].	reach	p(HGNC:TREM2)	decreases	"bp(GO:""GO:0006954"")"				
55d5e76e-4fe8-4605-b570-328f024c8031	0.94	23830013	Knockdown of TREM2 on mouse microglia inhibits phagocytosis of apoptotic neurons and stimulates production of tumor necrosis factor-alpha (TNFalpha) and interleukin-1 beta (IL-1beta), suggesting a pivotal role for TREM2 in the clearance of damaged neural tissues to resolve damage induced inflammation.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:IL1B))				
e38ca7cf-05ae-4288-8960-06240107909c	0.65	23830013	Knockdown of TREM2 on mouse microglia inhibits phagocytosis of apoptotic neurons and stimulates production of tumor necrosis factor-alpha (TNFalpha) and interleukin-1 beta (IL-1beta), suggesting a pivotal role for TREM2 in the clearance of damaged neural tissues to resolve damage induced inflammation.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0070265"")"				
16411742-7212-4c04-abbd-809a6a9c6367	0.92	23962980	"Additional studies revealed that TREM2, a DAP12 associated receptor, mediates the inhibitory effects of DAP12 in macrophages; however, the mechanism by which TREM2 and DAP12 inhibit low-dose LPS signaling remains unknown."	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:TYROBP))				
6dc224bd-74b1-4a6c-b269-59ee5eb7cd86	0.95	23962980	Together, these data suggest the mechanism by which DAP12 and TREM2 inhibit LPS signaling in macrophages to prevent inflammation.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0006954"")"				
db8b7084-3f9e-4bdd-aa21-8c5fbf49193e	0.65	23977213	Additionally, it has been demonstrated that TREM2 increased the expression of MHCII and CD86 in dendritic cells XREF_BIBR but no changes have been observed on cultured microglia overexpressing TREM2 XREF_BIBR.	reach	p(HGNC:TREM2)	increases	p(HGNC:CD86)				
59af0d7f-5c08-4ee1-ae3a-a84104474a0e	0.92	23977213	Previous studies report that TREM2 expression increase after injury induced cell death in adults XREF_BIBR, XREF_BIBR, XREF_BIBR and that DAP12 is involved in neuronal apoptosis during development XREF_BIBR.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0008219"")"				
4becef95-9414-43d6-aeef-78a87ceef426	0.95	23977213	Studies in vitro, using macrophages have shown that TREM2 is down-regulated by inflammatory stimulus such as LPS XREF_BIBR and is induced by anti-inflammatory cytokine IL-4 XREF_BIBR.	reach	p(HGNC:IL4)	increases	act(p(HGNC:TREM2))				
4becef95-9414-43d6-aeef-78a87ceef426	0.95	23977213	TREM2 is upregulated by IL-4 XREF_BIBR and has been proposed as a marker for protective function of microglia.	reach	p(HGNC:IL4)	increases	act(p(HGNC:TREM2))				
2dea2698-521a-4908-8565-b479da7e2aaf	0.65	23977213	TREM2 needs an adaptor protein DAP12 to initiate the intracellular signalling cascade via an immunoreceptor tyrosine based activation motif (ITAM) domain and tyrosine kinases XREF_BIBR.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0007165"")"				
9bcf3281-8b31-434c-ba66-8ed7f4aa888a	0.65	24016036	Importantly, IL-34 predominantly induced ML cells expressing TREM2, whereas M-CSF promoted the proliferation of macrophage like large flat cells.	reach	p(HGNC:IL34)	increases	act(p(HGNC:TREM2))				
c8db5afa-4c29-4d4d-a566-52ec9be165f7	0.95	24223593	TREM2 reduces macrophage activation and inhibits cytokine production in response to both TLR2 and TLR4 ligands zymosan and LPS [XREF_BIBR, XREF_BIBR].	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0001816"")"				
dab3e939-d3e5-4c92-8b6c-c27ac9062ead	0.95	24355566	Deficiency in TREM2 increased TNF production in macrophages [XREF_BIBR, XREF_BIBR] and increased TLR induced maturation and rendered dendritic cells more efficient in inducing antigen specific T-cell proliferation [XREF_BIBR].	reach	p(HGNC:TREM2)	increases	act(p(HGNC:TNF))				
9b3eae6e-03b8-4d38-903d-129a855d0537	0.92	24383713	Western blot data showed that silencing of TREM-2 inhibited phosphorylation of Akt, but not ERK, JNK or P38.	reach	p(HGNC:TREM2)	directlyIncreases	p(FPLX:AKT, pmod(Ph))				
54440505-2e16-4e39-936d-66b1437c8bb1	0.95	24445162	Additionally, TREM2 suppresses inflammation by inhibiting the production and secretion of cytokines that are initiated by TLR2 and TLR4 signaling [XREF_BIBR] (XREF_FIG).	reach	p(HGNC:TREM2)	decreases	"bp(GO:""GO:0006954"")"				
178ed756-f25c-409b-a369-629feec38be2	0.95	24471431	TREM2 signaling promotes phosphorylation of the adaptor protein DAP12, which later induces cytoskeleton reorganization and phagocytosis.	reach	p(HGNC:TREM2)	increases	p(HGNC:TYROBP, pmod(Ph))				
dbc75249-bf63-446c-bab1-8a4959a0388f	0.86	24535663	Furthermore, TREM2 expression was increased in spinal cord samples from ALS patients and SOD1G93A mice (P = 2.8x10-4 and P = 2.8x10-9, respectively), confirming dysregulated TREM2 in disease.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:TREM2))				
b79bfc36-e29e-4631-ae69-41a285ffaccd	0.65	24703936	Conversely, the transcripts of TREM-2, a triggering receptor that negatively regulates inflammatory response [XREF_BIBR], decreased slightly following SAA stimulation.	reach	p(HGNC:TREM2)	decreases	act(p(FPLX:SAA))				
24811841-d3a8-4605-b102-6ad68ea91cd3	0.65	24725889	"Among these, augmenting CX3CR1 signalling has been shown to decrease microglial neurotoxicity [XREF_BIBR, XREF_BIBR]; up-regulation of TREM2, an innate immune receptor expressed by microglia, has been shown to be involved in phagocytosis in the absence of inflammation [XREF_BIBR]."	reach	p(HGNC:CX3CR1)	decreases	act(p(HGNC:TREM2))				
16ec7e4f-636b-4fce-ae53-8fa665e56afa	0.95	24893973	Since TREM2 is implicated in regulating the phagocytic and inflammatory function of macrophages, TREM2 dysfunction could conceivably increase Abeta plaque burden through decreased phagocytic clearance of Abeta and/or promote a neurotoxic, inflammatory microglial phenotype in response to Abeta deposition.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:APP))				
07358036-f516-4a56-9de4-4261886ccebd	0.65	24923657	TREM-2 and DAP12 signaling may also stimulate the expression of chemokine receptors and promote microglial migration toward chemokine ligands CCL19 and CCL21.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:CCL19))				
5290ccb0-eab2-48d1-a89c-73f71e920f26	0.65	24923657	TREM-2 and DAP12 signaling may also stimulate the expression of chemokine receptors and promote microglial migration toward chemokine ligands CCL19 and CCL21.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:CCL21))				
d1eae5da-9893-46a9-8819-2195ca630910	0.95	24945405	Over-expression of TREM-2 was able to lower both basal and ligand induced PPAR-delta reporter activity (XREF_FIG).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:PPARD))				
d1eae5da-9893-46a9-8819-2195ca630910	0.95	24945405	Regardless of the exact mechanism whereby TREM-2 inhibits PPAR-delta activity, our data suggests that C1q is the principal target for PPAR-delta in the regulation of S. pneumoniae phagocytosis within AM (XREF_FIG).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:PPARD))				
d1eae5da-9893-46a9-8819-2195ca630910	0.95	24945405	These data corroborated the experiments in XREF_FIG and demonstrated that TREM-2 could suppress PPAR-delta activity in RAW264.7 macrophages (XREF_FIG).	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:PPARD))				
6dc224bd-74b1-4a6c-b269-59ee5eb7cd86	0.95	24945405	These data were surprising and important because they challenged the general view of TREM-2 acting as a phagocytic receptor and negative regulator of inflammation but suggested that TREM-2 can modulate phagocytosis and inflammation in a very cell-type specific manner.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0006954"")"				
d1eae5da-9893-46a9-8819-2195ca630910	0.95	24945405	"Three lines of evidence link PPAR-delta to the enhanced C1q production in AM : 1) PPAR-delta activation enhances production of C1q by AM; 2) PPAR-delta inhibition lowers levels of C1q in Trem-2 -/- AM to WT AM; 3) Over-expression of TREM-2 lowers levels of C1q and PPAR-delta activation."	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:PPARD))				
d1eae5da-9893-46a9-8819-2195ca630910	0.95	24945405	To demonstrate that TREM-2 itself downregulates PPAR-delta activity, we made use of TREM-2 over-expressing HEK cells and quantified PPAR-delta activation using a reporter system.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:PPARD))				
09b65ac5-5700-4e88-8dda-173426fb0982	0.65	24945405	We found S. pneumoniae or LPS induced TNF-alpha and KC synthesis by Trem2 -/- BMDM augmented (XREF_FIG), supporting previous observations of TREM-2 negatively regulating TLR mediated cytokine synthesis XREF_BIBR.	reach	p(HGNC:TNF)	increases	act(p(HGNC:TREM2))				
8b66ec2f-b40f-4e5b-b9bf-8df932041243	0.65	24958194	"For example, TREM2 homozygous mutations, known to be the cause of Nasu-Hakola disease, were recently found to also cause frontotemporal dementia with no associated bone phenotypes; homozygous mutations in ATP13A2 (a gene known to cause Kufor-Rakeb) and GRN (where heterozygous mutations cause frontotemporal dementia) were identified in families with neuronal ceroid-lipofuscinosis."	reach	p(HGNC:TREM2)	increases	act(p(HGNC:ATP13A2))				
db890de2-0c64-41e9-84f1-b05af00fdabc	0.86	24991952	While there has been some disagreement as to the degree to which TREM2 R47H increases AD risk, a meta-analysis of all of the reports describing an association between TREM2 R47H and risk for AD reported that carrying the TREM2 R47H variant increases risk for AD by 3.4 fold.	reach	"p(HGNC:TREM2, var(""p.Arg47His""))"	increases	act(p(PFAM:PF09793))				
7ed7fa9f-f11f-476e-b599-2b0cfc341268	0.86	25107477	Takahashi et al. [XREF_BIBR] demonstrated that ablating TREM2 expression in microglia inhibits their phagocytosis and elimination of apoptotic neurons and increases their production of TNFalpha and NOS2.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:NOS2))				
dab3e939-d3e5-4c92-8b6c-c27ac9062ead	0.95	25107477	Takahashi et al. [XREF_BIBR] demonstrated that ablating TREM2 expression in microglia inhibits their phagocytosis and elimination of apoptotic neurons and increases their production of TNFalpha and NOS2.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:TNF))				
7d73890e-71cb-4b86-8508-135f31d59350	0.65	25147207	Our model suggests that collective up-regulation of HDC1 and down-regulation of ABP1 and MAOA, lead to increased accumulation of histamine, which activates Trem2 and accelerates the wound healing process.	sparser	p(HGNC:HRH1)	increases	act(p(HGNC:TREM2))				
7362c9eb-b6c1-4943-b384-5c30c79ddd31	0.65	25187205	Reports have shown that TREM-2 knockout mice have reduced invasion of CD3 + T-cells [XREF_BIBR] through yet unknown mechanisms.	reach	p(HGNC:TREM2)	decreases	act(p(FPLX:CD3))				
70fd61f0-edb7-4384-8822-087c1420ff5c	0.86	25187205	Reports have shown that TREM-2 knockout mice have reduced invasion of CD3 + T-cells [XREF_BIBR] through yet unknown mechanisms.	reach	p(HGNC:TREM2)	decreases	bp(MESH:D009361)				
a7eb60b8-8855-490d-bd17-49c97e96bd7a	0.65	25347935	Contrary to current understanding, TREM-2 also promotes inflammation in IBD by fueling dendritic cell functions.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:ACAD8))				
6dc224bd-74b1-4a6c-b269-59ee5eb7cd86	0.95	25347935	Contrary to current understanding, TREM-2 also promotes inflammation in IBD by fueling dendritic cell functions.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0006954"")"				
ef2250c7-3da1-4cef-bbcd-8537087a2324	0.95	25347935	Conversely, TREM-2 expression is necessary to promote the differentiation of osteoclasts [XREF_BIBR], as to accelerate intestinal wound healing mediated by macrophage polarization [XREF_BIBR].	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0030154"")"				
4ef6e8b9-a447-47ac-bd31-0f5bdc691b68	0.65	25347935	In our study, TREM-2 was virtually absent from colon samples of control patients, but its levels were significantly higher in the inflamed mucosa of patients with IBD, where TREM-2 is mainly expressed by CD11c + DCs [XREF_BIBR].	reach	p(HGNC:ITGAX)	directlyIncreases	p(HGNC:TREM2)				
e95f50c4-b486-4fc0-87fe-8ec84155d8e8	0.95	25362031	A mutation in TREM2, a microglial anti-inflammatory protein that represses microglial cytokine production and neuronal damage [XREF_BIBR] confers an increased risk for late-onset AD [XREF_BIBR].	reach	p(HGNC:TREM2)	decreases	"bp(GO:""GO:0001816"")"				
688dee09-4332-48d0-ab04-421b881ce74c	0.86	25363248	While TREM-1 can amplify MyD88 signaling, TREM-2 can diminish MyD88 dependent TLR4 signaling, as demonstrated in macrophages.	reach	p(HGNC:TREM2)	decreases	act(p(HGNC:TLR4))				
d7307917-bc8e-4d4d-8e27-8a1870104503	0.65	25364766	TREML2 (also known as TLT-2) was located in a gene cluster on chromosome 6 with the single Ig variable (IgV) domain activating receptors TREM1 and TREM2, while these TREM receptor families were found to participate in the process of bone homeostasis by controlling the rate of osteoclastogenesis and regulating the differentiation of osteoclasts.	reach	p(PFAM:PF00047)	increases	act(p(HGNC:TREM2))				
0eae2afa-fad9-400c-bd4b-d33aa98f1e89	0.65	25426068	Mutations of TREM2 reduce microglial phagocytosis by preventing its maturation and transport to the cell membrane.	reach	"p(HGNC:TREM2, var(""p.?""))"	decreases	"bp(GO:""GO:0006810"")"				
e95f50c4-b486-4fc0-87fe-8ec84155d8e8	0.95	25426068	TREM2 functions to suppress cytokine production and modulates microglial phenotype into a more phagocytic role.	reach	p(HGNC:TREM2)	decreases	"bp(GO:""GO:0001816"")"				
dab3e939-d3e5-4c92-8b6c-c27ac9062ead	0.95	25475659	TREM2 deficiency in cultured microglia was shown to interrupt phagocytosis and expression of microglial proinflammatory responses such as TNFalpha, while overexpression of TREM2 increased phagocytosis and TNF-alpha [XREF_BIBR].	reach	p(HGNC:TREM2)	increases	act(p(HGNC:TNF))				
43f013d1-346b-4ced-8458-91d41ae61a17	0.65	25505454	However, alternatively, Ito and Hamerman used TREM-2 deficient BMDCs to demonstrate that TREM-2 inhibited TLR induced DC maturation and antigen presentation to T cells thus supporting the dynamic opposite roles of TREM-1 and TREM-2 at the level of antigen presentation as well.	reach	p(FPLX:TLR)	increases	act(p(HGNC:TREM2))				
47ffaf25-3f80-4099-818f-c666985a7e94	0.98	25505454	In contrast to TREM-1, TREM-2 signaling does not involve NF-kappaB translocation and is shown to induce DAP12 dependent calcium influx followed by activation of ERK and PI3K.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:TYROBP))				
47ffaf25-3f80-4099-818f-c666985a7e94	0.98	25505454	"In neutrophils, TREM-1 also regulates neutrophil degranulation and production of reactive oxygen species in addition to cytokines and chemokines (Bouchon et al., xref ; Radsak et al., xref ; Haselmayer et al., xref ) On the other hand, activation of DAP12 by TREM-2 is shown to promote anti-inflammatory response in a cell-specific manner (Paradowska-Gorycka and Jurkowska, xref )."	sparser	p(HGNC:TREM2)	increases	act(p(HGNC:TYROBP))				
c8db5afa-4c29-4d4d-a566-52ec9be165f7	0.95	25519966	"A murine in vitro study revealed that the absence of TREM2 expression on microglia impaired phagocytosis for tissue debris clearance and increased pro inflammatory cytokine production; these are necessary to maintain the microenvironmental homeostasis of the central nervous system."	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0001816"")"				
7923a14d-22b7-4290-a65c-56054cfdbccf	0.65	25594051	Mutations in TREM2 significantly downregulate NEDD9 expression [XREF_BIBR] and an established signaling relationship exists between TREM2, its signaling partner DAP12, and PTK2B.	reach	p(HGNC:TREM2)	decreases	p(HGNC:NEDD9)				
77251d4b-3a2d-47bb-bc9f-eb24f0338371	0.65	25631124	LPL transcripts were greatly induced in WT but not by TREM2 -/- microglia after CPZ (XREF_SUPPLEMENTARY).	reach	p(HGNC:TREM2)	increases	act(p(HGNC:LPL))				
0bb2dac4-b59e-4918-b862-cec228594cb7	0.86	25631124	Moreover, TREM2 and DAP12 promote cell proliferation and survival in response to macrophage colony stimulating factor (CSF-1) in vitro, the ligand for CSF-1 receptor (CSF-1R) [XREF_BIBR, XREF_BIBR] which is required for the development and maintenance of microglia [XREF_BIBR, XREF_BIBR].	reach	p(HGNC:TREM2)	increases	act(p(HGNC:CSF2))				
886c4960-1e92-4339-a54d-fe3354499576	0.65	25631124	Moreover, TREM2 and DAP12 promote cell proliferation and survival in response to macrophage colony stimulating factor (CSF-1) in vitro, the ligand for CSF-1 receptor (CSF-1R) [XREF_BIBR, XREF_BIBR] which is required for the development and maintenance of microglia [XREF_BIBR, XREF_BIBR].	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0008283"")"				
da1c50a6-2ab8-48fa-8073-eb2a272e3ec9	0.65	25631124	To evaluate possible functional deficits related to lack of TREM2 in mice treated with CPZ, behavioral testing was performed after 12 weeks of CPZ, a time-point at which axonal damage was markedly different between the two groups.	reach	p(HGNC:CPZ)	increases	act(p(HGNC:TREM2))				
c8db5afa-4c29-4d4d-a566-52ec9be165f7	0.95	25664220	TREM2 reduces macrophage activation and inhibits cytokine production in response to both TLR2 and TLR4 ligands zymosan and LPS [XREF_BIBR, XREF_BIBR].	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0001816"")"				
4ef24a1d-b822-45e4-96a7-e1e5634bef13	0.92	25728668	It is also possible that TREM2 is necessary to support increased microglia metabolism during activation.	reach	p(HGNC:TREM2)	increases	"bp(GO:""GO:0008152"")"				
14b229e4-0446-4899-a133-e682e18dd026	0.65	25728668	Specifically, TREM2 and DAP12 were required to induce activation of the Syk tyrosine kinase pathway downstream of CSF-1R.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:CSF1R))				
16ec7e4f-636b-4fce-ae53-8fa665e56afa	0.95	25728668	TREM2 modulates Abeta accumulation.	reach	p(HGNC:TREM2)	increases	act(p(HGNC:APP))				
