INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object			Checked	Correct	Change	Annotation
477d9441-f0c1-4f45-8eea-afd51007c0a4	0.65	18631251	"In liver lysates obtained from 6 weeks old IRS-1 transgenic animals enhanced phosphorylation of the MAPK ERK-1 and ERK-2 could be detected in comparison to nontransgenic control littermates ( xref ), but the extent of MAPK phosphorylation was found to be highly variable between single transgenic and nontransgenic mice."	sparser	p(HGNC:IRS1)	increases	"p(HGNC:MAPK3, pmod(Ph))"						
aa19a2bb-17a9-4706-b2ce-01d5c9feb725	0.65	18631251	TRANSGENIC OVEREXPRESSION OF INSULIN RECEPTOR SUBSTRATE 1 IN HEPATOCYTES ENHANCES HEPATOCELLULAR PROLIFERATION IN YOUNG MICE ONLY.	reach	p(HGNC:IRS1)	increases	"bp(GO:""GO:0008283"")"						
91382f96-10c7-4274-a51b-7cb3561e55c4	0.65	18633112	"Finally, serine phosphorylation or IRS-1 on certain sites such as Ser 307 has been shown to promote protein degradation through the ubiquitin-proteosome pathway and/or the suppressor of cytokine signaling pathway."	reach	p(HGNC:IRS1)	decreases	"bp(GO:""GO:0006508"")"						
535cd797-ace4-43dd-92ed-beb28062740f	0.95	18633112	"On the other hand, our data suggest that IRS-1 serine phosphorylation does not lead to increased IRS-1 degradation by activation of the ubiquitin-proteosome or suppressor of cytokine signaling pathway, since IRS-1 protein expression was unchanged after 8 weeks of high-fat diet treatment (XREF_FIG)."	reach	p(HGNC:CISH)	increases	act(p(HGNC:IRS1))						
9a9a1288-87d4-4307-b219-8e3912c8dcba	0.94	18650916	"Because activated IRE1alpha can recruit TRAF2 and trigger JNK activation when ER stress occurs XREF_BIBR, it has been proposed that IRE1alpha links ER stress and JNK mediated serine phosphorylation of IRS1, causing peripheral insulin resistance."	reach	p(HGNC:ERN1)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser))"						
de4df683-79b6-4385-b357-1bdf6c59fab4	0.65	18687633	"Reverse phase protein array quantitation of NSCLC revealed simultaneous increased phosphorylation of EGFR residues Tyr 1148 (p < 0.044) and Tyr 1068 (p < 0.026) and decreased phosphorylation of EGFR Tyr 1045 (p < 0.002), HER2 Tyr 1248 (p < 0.015), IRS-1 Ser 612 (p < 0.001), and SMAD Ser 465/467 (p < 0.011) across all classes of mutated EGFR patient samples compared with wild type."	reach	p(HGNC:IRS1)	directlyIncreases	"p(HGNC:EGFR, pmod(Ph, Tyr, 1069))"						
212b55ac-2934-4ce0-9758-e74e4a95a007	0.86	18695610	Inhibition of JNK activity in obese mice with the synthetic inhibitor SP600125 was recently found to reverse ER stress induced serine phosphorylation of IRS-1.	reach	p(HGNC:ESR1)	decreases	"p(HGNC:IRS1, pmod(Ph, Ser))"						
b52b7896-c437-4b17-8d9a-e0c9dc5a9cd6	0.99	18710598	"Estradiol induced expression of IRS-1, which activates downstream signaling of IGF-I and potentiates its cell proliferative ability."	sparser	p(HGNC:IRS1)	increases	act(p(HGNC:IGF1))						
6acbffa0-69f3-4e5f-a505-fc4725003aac	0.94	18723371	"It has been demonstrated that IL-1beta can directly modulate the activity of IRS-1, the downstream substrate of the insulin receptor."	reach	p(HGNC:IL1B)	increases	act(p(HGNC:IRS1))						
ee220be9-fc40-418c-a8d9-911ceceeef20	0.86	18755774	"Although Shh signaling does not activate IRS1 transcription, it is possible that the Shh transcriptional target Gli1 can regulate IRS1 protein."	reach	p(HGNC:SHH)	increases	p(HGNC:IRS1)						
4225c0d6-ac0b-4cb7-9105-3e81a2a12a21	0.86	18755774	Future studies exploring the specific mechanism through which IRS1 promotes Shh stimulated CGNP proliferation may also identify novel targets for development of new treatments for medulloblastoma and other cancers.	reach	p(HGNC:IRS1)	increases	act(p(HGNC:SHH))						
cb74288e-07d7-495c-84be-c4b0804af040	0.95	18755774	"Future studies will determine whether Gli affects IRS1 stability and/or mRNA translation, and will identify non Gli mediators of IRS1 accumulation."	reach	p(HGNC:GLI1)	increases	act(p(HGNC:IRS1))						
a90cff00-9d39-4259-b5e6-5679e8fc0751	0.65	18755774	"However, levels of IRS1 are constant regardless of treatment indicating that Shh does not affect IRS1 transcription (XREF_FIG)."	reach	p(HGNC:IRS1)	directlyIncreases	p(HGNC:SHH)						
957f6bf9-eefc-4062-8630-f517e83c18bb	0.65	18755774	"However, the ratio of P S636/639 IRS1 to total IRS1 increases, indicating Shh inhibition increases IRS1 phosphorylation on this destabilization-associated site."	sparser	p(HGNC:IRS1)	increases	"p(HGNC:SHH, pmod(Ph))"						
932d9379-27e4-47e2-be2e-ef5dcaca9a80	0.95	18755774	"In addition OA treatment not only rescues S6K activity, as determined by phosphorylation of its substrate ribosomal protein S6, but it also blocks Shh mediated IRS1 stabilization (XREF_FIG)."	reach	p(HGNC:SHH)	increases	act(p(HGNC:IRS1))						
932d9379-27e4-47e2-be2e-ef5dcaca9a80	0.95	18755774	"Instead, Shh increases IRS1 protein stability by impeding an mTOR dependent turnover process and may also promote IRS1 mRNA translation."	reach	p(HGNC:SHH)	increases	act(p(HGNC:IRS1))						
44030530-2484-4f65-a92d-3735c73f2a99	0.86	18755774	Knock down of IRS1 in the presence or absence of Shh did not affect cell survival in mixed or Percoll purified cultures (XREF_FIG; XREF_SUPPLEMENTARY) suggesting that the function of IRS1 in CGNPs promotes proliferation and not cell survival.	reach	p(HGNC:IRS1)	increases	bp(MESH:D002470)						
932d9379-27e4-47e2-be2e-ef5dcaca9a80	0.95	18755774	Our study indicates a role for Shh mediated IRS1 mRNA translation in addition to its stabilization in proliferating CGNPs.	reach	p(HGNC:SHH)	increases	act(p(HGNC:IRS1))						
932d9379-27e4-47e2-be2e-ef5dcaca9a80	0.95	18755774	"Reduction in IRS1 protein levels was prevented when lactacystin was also present, suggesting that inhibition of Shh causes IRS1 to be targeted for degradation (XREF_FIG)."	reach	p(HGNC:SHH)	increases	act(p(HGNC:IRS1))						
ee220be9-fc40-418c-a8d9-911ceceeef20	0.86	18755774	Shh treatment up-regulates IRS1 protein levels in CGNPs.	reach	p(HGNC:SHH)	increases	p(HGNC:IRS1)						
4225c0d6-ac0b-4cb7-9105-3e81a2a12a21	0.86	18755774	These results demonstrate that IRS1 is a critical mediator of Shh mediated CGNP proliferation.	reach	p(HGNC:IRS1)	increases	act(p(HGNC:SHH))						
cb74288e-07d7-495c-84be-c4b0804af040	0.95	18755774	"These results suggest that Gli1 can promote IRS1 protein accumulation, and that there are also Gli independent mechanisms that synergize with Gli1 to achieve the full IRS1 accumulation response to exogenous Shh signaling."	reach	p(HGNC:GLI1)	increases	act(p(HGNC:IRS1))						
932d9379-27e4-47e2-be2e-ef5dcaca9a80	0.95	18755774	This result suggests that inhibition of mTOR is not the sole mechanism through which Shh mediates IRS1 accumulation.	reach	p(HGNC:SHH)	increases	act(p(HGNC:IRS1))						
932d9379-27e4-47e2-be2e-ef5dcaca9a80	0.95	18755774	"To confirm that increased IRS1 expression occurs in CGNPs, not glia, cultures were treated with Shh for 24 hours and then immunostained for GFAP and IRS1 (XREF_FIG, middle and right panels) or BrdU and IRS1 (XREF_FIG, right panel)."	reach	p(HGNC:SHH)	increases	act(p(HGNC:IRS1))						
cb74288e-07d7-495c-84be-c4b0804af040	0.95	18755774	"To determine whether Gli activity can promote accumulation of IRS1 in CGNPs, we infected CGNP cultures with a Gli1 retrovirus."	reach	p(HGNC:GLI1)	increases	act(p(HGNC:IRS1))						
e3011258-b2ed-43bf-a5f8-6c4ca18fe7ce	0.95	18762365	"Cisplatin derives interaction between ATM and IRS-1, which is suppressed by IGF-1."	reach	p(HGNC:IGF1)	decreases	act(p(HGNC:IRS1))						
0328487a-680f-4ba1-b878-a50a988e7f0a	0.65	18787058	"In addition, data show that the inhibition of TLR2 expression prevents the activation of IKBKB, MAPK8, and serine phosphorylation of IRS1 in DIO mice, suggesting that TLR2 is a key modulator of the crosstalk between inflammatory and metabolic pathways."	reach	p(HGNC:TLR2)	increases	"p(HGNC:IRS1, pmod(Ph, Ser))"						
9c7fd0d4-9e39-4f67-9e45-56675f345ffc	0.86	18792873	"AGE induced Rac-1 activation and increased phosphorylation of IRS-1 at serine 307 residues, JNK, c-JUN, and IkappaB kinase in association with decreased IkappaB levels in Hep3B cells."	reach	p(HGNC:RENBP)	increases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
bde8fa53-3b35-4f99-beaf-50cb1580d572	0.65	18792873	Our present study suggests that PEDF could improve the AGE elicited insulin resistance in Hep3B cells by inhibiting JNK- and IkappaB kinase dependent serine phosphorylation of IRS-1 via suppression of Rac-1 activation.	reach	p(HGNC:IRS1)	decreases	act(p(UP:P92208))						
d68a07ed-4a89-4bff-ab53-48db12258dc7	0.65	18796617	"Accordingly, treatment with SP600125 completely restored phosphorylation of IRS-1 and AKT by insulin in the presence of IL-6."	reach	p(HGNC:IRS1)	increases	act(p(HGNC:IL6))						
f5320900-46a0-4c56-a293-94df9da0d850	0.86	18796617	"Moreover, IL-6 produced phosphorylation on the Ser307 residue of IRS-1 in a JNK dependent manner (XREF_FIG)."	reach	p(HGNC:IL6)	increases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
f5320900-46a0-4c56-a293-94df9da0d850	0.86	18796617	"We found that chronic IL-6 treatment produced phosphorylation of IRS-1 at the residue Ser307, in a JNK dependent manner, in a similar fashion to that described in other insulin resistant states, such as hyperinsulinemia and TNF-alpha treatment."	reach	p(HGNC:IL6)	increases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
fa23d79a-feea-4fc6-b313-264b70253af1	0.95	18819936	"In contrast, specific knockdown of IRS-1 in the mammary gland of polyoma virus middle-T-infected animals elevated IRS-2 function and promoted tumor metastasis."	reach	p(HGNC:IRS1)	decreases	bp(MESH:D009362)						
9478abe2-ef59-464f-b1bb-0e534ffb7ea4	0.95	18819936	"This model is ideal for evaluating the direct effects of PR-B on the IGF system because ER effects on the system are absent; C4-12 cells express IGF1R and IRS-1 in a non-PR-regulated manner, the cells treated with progestin have increased IRS-2 levels, and exhibit an enhancement in IGF signaling via PI3K and MAPK after progestin pretreatment."	reach	p(HGNC:IRS2)	increases	act(p(HGNC:IRS1))						
8337a54a-72f6-474c-aae5-b03c70bd3db9	0.65	18847435	"In contrast, mutation of IRS 1 and 2 as well as GRE B, but not GRE A, impaired the ability of EGF to suppress basal G6Pase-luciferase expression (XREF_FIG)."	reach	"p(HGNC:IRS1, var(""p.?""))"	decreases	act(p(HGNC:EGF))						
72937b69-102f-491e-bc6e-d6d2b21700f7	0.92	18922890	"As expected, transfection of miR-7 downregulates the levels of EGFR and IRS1 proteins in the Hela, ZR-75 and MDA-231 cells (XREF_SUPPLEMENTARY)."	reach	"p(HGNC:""MIR7-1"")"	decreases	act(p(HGNC:IRS1))						
900d3ee1-920e-41bd-8de3-135dd4a5308f	1	18949383	"Activation of the mTOR pathway functions as a feedback regulator of insulin action by increasing phosphorylation of IRS1 at Ser307 [pIRS (S307)] and Ser636/639 [pIRS (S636/639)] by S6K1 and mTOR, respectively."	reach	p(HGNC:MTOR)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
c3e29409-7045-43aa-829c-5eecbb75f630	0.65	18949383	"In the present study, we demonstrated that TNFalpha-IKKbeta-mediated inactivation of TSC1 resulted in increasing phosphorylation of IRS1 serine 307 and serine 636/639, impaired insulin induced glucose uptake, tyrosine phosphorylation of IRS1, and the association between IRS1 and PI3K p85."	reach	"p(HGNC:IRS1, pmod(Ph, Ser, 636), pmod(Ph, Ser, 639))"	decreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
900d3ee1-920e-41bd-8de3-135dd4a5308f	1	18949383	"The findings of the present study of diet-and obesity induced insulin resistance in murine models suggest that suppression of TSC1 by IKKbeta activates mTOR and S6K1, which in turn phosphorylate IRS1 at Ser636/639 and Ser307, thereby inhibiting IRS1 function)."	reach	p(HGNC:MTOR)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
ae22338e-88f0-4951-bb83-23183f22b20b	0.86	18949383	"The tyrosine phosphorylated IRS1 functions as an adaptor to activate downstream phosphoinositide 3-kinase (PI3K)/AKT signaling, which leads to enhancement of glucose uptake, synthesis of protein and glycogen, and execution of the growth promoting and metabolic effects of insulin."	reach	"p(HGNC:IRS1, pmod(Ph, Tyr))"	increases	act(p(HGNC:INS))						
d6592064-8761-4e75-a480-ff9986e72984	0.86	18949383	"The tyrosine phosphorylated IRS1 functions as an adaptor to activate downstream phosphoinositide 3-kinase (PI3K)/AKT signaling, which leads to enhancement of glucose uptake, synthesis of protein and glycogen, and execution of the growth promoting and metabolic effects of insulin."	reach	"p(HGNC:IRS1, pmod(Ph, Tyr))"	increases	act(p(FPLX:PI3K))						
85d3d5d7-2646-4849-a1a7-f85b79ad5339	1	18949383	"These include mammalian target of rapamycin (mTOR)-mediated phosphorylation of IRS1 serine 636 (Ser636) and serine 639 (Ser639), ribosomal S6 kinase 1 (S6K1)-mediated phosphorylation of IRS1 serine 307 [Ser307 (mouse serine 302) (Ser302)] and serine 1101, IkappaB kinase beta (IKKbeta) - and c-Jun N-terminal kinase (JNK)-mediated phosphorylation of IRS1 serine 312 [Ser312 (mouse Ser307)], and protein kinase zeta mediated phosphorylation of IRS1 serine 323 (mouse serine 318)."	reach	p(HGNC:MTOR)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 636))"						
0d83cf9d-6326-4d98-85c4-9ef4efe60ccc	0.65	18949383	"To further validate the physiological relevance of our observations described above, we studied the effect of IKKbeta mediated phosphorylation of TSC1 on insulin induced tyrosine phosphorylation of IRS1, the association between IRS1 and PI3K p85, and the level of glucose uptake by insulin stimulation."	reach	p(HGNC:TSC1)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
b0ef765e-1f45-4ea8-aa8c-9f3409bfce4a	0.65	18949383	"mTOR and its downstream effector S6K1 suppress IRS1 activity by directly phosphorylating IRS1 at Ser636 and Ser639 and Ser307, respectively, which leads to desensitization of insulin signaling."	reach	p(HGNC:MTOR)	decreases	"p(HGNC:IRS1, pmod(Ph, Ser, 639))"						
623d1d46-5170-41cf-9a88-0bc90118c375	0.94	18949383	"mTOR and its downstream effector S6K1 suppress IRS1 activity by directly phosphorylating IRS1 at Ser636 and Ser639 and Ser307, respectively, which leads to desensitization of insulin signaling."	reach	p(HGNC:RPS6KB1)	decreases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
8b830203-f5eb-4cb3-865c-ad93d23e9a9b	0.86	18949383	"mTOR and its downstream effector S6K1 suppress IRS1 activity by directly phosphorylating IRS1 at Ser636 and Ser639 and Ser307, respectively, which leads to desensitization of insulin signaling."	reach	p(HGNC:RPS6KB1)	decreases	"p(HGNC:IRS1, pmod(Ph, Ser, 636))"						
85d3d5d7-2646-4849-a1a7-f85b79ad5339	1	18949383	"mTOR and its downstream effector S6K1 suppress IRS1 activity by directly phosphorylating IRS1 at Ser636 and Ser639 and Ser307, respectively, which leads to desensitization of insulin signaling."	reach	p(HGNC:MTOR)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 636))"						
147fe96b-84d9-4c3e-bed9-9ababd6e4417	1	18949383	"mTOR and its downstream effector S6K1 suppress IRS1 activity by directly phosphorylating IRS1 at Ser636 and Ser639 and Ser307, respectively, which leads to desensitization of insulin signaling."	reach	p(HGNC:RPS6KB1)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 639))"						
0df1943b-8257-4de0-a28e-a490d107528c	0.86	18952837	"Surprisingly, there were no differences in the total levels of IR, IRS-1, Akt, insulin stimulated tyrosine phosphorylation of the insulin receptor or IRS-1, or PI 3-kinase activation (XREF_FIG)."	reach	p(HGNC:IRS1)	increases	"p(FPLX:PI3K, pmod(Ph, Tyr))"						
de18d8f5-719b-4c55-bd4d-f36adb36054e	0.95	18974244	"FFA metabolites activate PKC-theta, which increases serine 307 phosphorylation of IRS-1 and decreases insulin signaling."	reach	p(HGNC:PRKCQ)	increases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
61d23e3f-a1ef-4a03-9227-e417973f0868	0.95	18974244	"XREF_BIBR, XREF_BIBR In adipocytes and skeletal muscle, TNF-alpha inhibits tyrosine phosphorylation of IRS-1, which decreases insulin signaling."	reach	p(HGNC:TNF)	directlyDecreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
8b8dad5f-98d7-4cfd-9969-b14250ad8377	0.98	18981951	"On the other hand, IL-6 causes it by decreasing the activation of IRS-1."	reach	p(HGNC:IL6)	decreases	act(p(HGNC:IRS1))						
27eb3b97-f8d4-4677-8c83-2087bd4efc49	0.65	18984735	Specific immunoprecipitation of IRS-1 or -2 revealed that hypoxia inhibited IRS-1 and -2 tyrosine phosphorylation ( xref ).	sparser	p(HGNC:HYOU1)	decreases	act(p(HGNC:IRS1))						
9a5c6eb3-9080-4dc5-bf0b-d10c61f5440e	1	18985028	A proposed mechanism was that CORE induced SOCS3 promotes proteasomal degradation of IRS1 and IRS2 through ubiquitination.	reach	p(HGNC:SOCS3)	decreases	act(p(HGNC:IRS1))						
30ed4496-9185-4256-a5b6-9ccc0e67af8e	0.65	19007436	"In various cell lines, both IRS1 and IRS2 (IRS-2) can be ubiquitylated and degraded by the proteasome."	reach	p(FPLX:Proteasome)	directlyIncreases	"p(HGNC:IRS1, pmod(Ub))"						
f64bee96-1e4d-42a4-ac60-593a57d0bcca	0.65	19010927	"Serum levels of RBP4 are increased in insulin resistant states, although the correlation is attenuated with increasing age, and experiments in mice suggest that elevated RBP4 levels cause insulin resistance by reducing IRS-1 tyrosine phosphorylation."	reach	p(HGNC:RBP4)	decreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
6221525c-407d-4993-afe7-3b679ffa38bc	0.95	19029988	"ER stress leads to insulin resistance, at least in part through the serine phosphorylation of IRS1 by IRE1 activated JNK1."	reach	p(HGNC:IRS1)	increases	act(p(HGNC:MAPK8))						
9a9a1288-87d4-4307-b219-8e3912c8dcba	0.94	19029988	"ER stress leads to insulin resistance, at least in part through the serine phosphorylation of IRS1 by IRE1 activated JNK1."	reach	p(HGNC:ERN1)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser))"						
1be0bd13-b6e0-4a03-8aaa-5279b4976712	0.86	19030971	"Furthermore, nuclear IRS-1 attenuates DNA repair by interaction with RAD-51 in polyomavirus JC T-antigen-induced double strand break of DNA."	reach	p(HGNC:IRS1)	decreases	"bp(GO:""GO:0006281"")"						
2be36480-e9f4-4cd6-97e5-0314032fcde4	0.95	19030971	Suppression of IRS-1 blocked more than 70% of cell growth and led to significant apoptosis in MCF-7 breast tumor cells while overexpression of IRS-1 allowed growth under serum-free conditions.	reach	p(HGNC:IRS1)	increases	"bp(GO:""GO:0016049"")"						
0b18324c-3ae5-4347-9421-93fced48d63f	0.94	19033421	"Elevated plasma free fatty acids increase intracellular diacyl glycerol, leading to kinase Cphi activation, which causes insulin receptor substrate-1 serine phosphorylation to reduce phosphatidyl inositol-3-kinase and thereby decrease GLUT4 activity."	reach	p(HGNC:IRS1)	decreases	act(p(HGNC:SLC2A4))						
5a716a1b-d291-4f4b-a2a7-efe320e3600f	0.95	19053047	JNK1 is known to induce insulin resistance by phosphorylating inhibitory serine residues on insulin receptor substrate 1 and mediating obesity induced inflammation.	reach	p(HGNC:IRS1)	increases	"bp(GO:""GO:0006954"")"						
85884835-532a-484a-bd65-54d5bcec605e	0.65	19053047	JNK1 is known to induce insulin resistance by phosphorylating inhibitory serine residues on insulin receptor substrate 1 and mediating obesity induced inflammation.	reach	p(HGNC:IRS1)	decreases	"bp(GO:""GO:0006954"")"						
11fb8d11-8078-488a-9882-ecd87b7e485f	0.65	19056742	"Collectively, our data indicate that Irs-2, but not Irs-1, promotes invasion by sustaining the aerobic glycolysis of mouse mammary tumor cells and that it does so by regulating the mTor dependent surface expression of Glut1."	reach	p(HGNC:IRS1)	increases	"bp(GO:""GO:0006096"")"						
64cd2046-861a-4d4b-a655-a45b873af263	0.95	19056742	"Collectively, our data indicate that Irs-2, but not Irs-1, promotes invasion by sustaining the aerobic glycolysis of mouse mammary tumor cells and that it does so by regulating the mTor dependent surface expression of Glut1."	reach	p(HGNC:IRS1)	increases	bp(MESH:D009361)						
cb148902-804b-4f85-81ac-fea91160950d	0.98	19065996	Ang II can also cause insulin resistance by interfering with the insulin stimulated increase in insulin receptor substrate 1 associated PI3K activity (XREF_FIG).	reach	p(HGNC:AGT)	increases	act(p(HGNC:IRS1))						
58ed9ea6-2fc1-4b0a-a503-b9d4230d19a9	1	19073766	"Activation of stress-induced kinases such as JNK, glycogen synthase kinase 3β, IKK-β, and protein kinase C ( xref , xref ) can cause inhibitory phosphorylation of IRS-1 on serine 307."	sparser	p(HGNC:IKBKB)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 307))"						
eae3335b-df5b-42e6-9426-82a3acdcf4b3	0.65	19073766	"Downstream of IRS-1, insulin stimulated activation of Akt by phosphorylation on Ser473 was reduced in soleus and EDL muscles with high-fat feeding (XREF_FIG)."	reach	p(HGNC:IRS1)	decreases	act(p(HGNC:LIPG))						
6b842668-2ee2-4ad6-8075-a40c98c09a73	0.65	19073774	"CPT1 overexpression decreases high-fat diet induced accumulation of TAG, the membrane to cytosolic ratio of DAG, serine phosphorylation of IRS-1, and activation of PKCtheta and JNK."	reach	p(HGNC:CPT2)	decreases	"p(HGNC:IRS1, pmod(Ph, Ser))"						
8f452456-0ab3-46c6-affa-b3e857dd7fc3	0.86	19074988	"Alb-Cre-PTP1B -/- mice exhibit increased insulin stimulated IR phosphorylation, as well as basal IRS-1 and insulin stimulated IRS-2 tyrosine phosphorylation."	reach	p(HGNC:IRS1)	directlyIncreases	"p(HGNC:IRS2, pmod(Ph, Tyr))"						
412557d3-29f9-4b00-a43f-dac29ce4e4ac	0.65	19074988	Knockdown of IRS-1 in the livers of wild-type mice results in upregulation of G-6-Pase and PEPCK.	reach	p(HGNC:IRS1)	increases	act(p(HGNC:G6PC))						
e396c633-ae93-47e3-9839-ea6cabd7a7f5	0.65	19074988	Knockdown of IRS-1 in the livers of wild-type mice results in upregulation of G-6-Pase and PEPCK.	reach	p(HGNC:IRS1)	increases	act(p(PFAM:PF00821))						
47777ce5-4c43-4de5-b8cd-77872334d468	0.65	19083193	"As compared to control cells, insulin induced IRbeta-subunit autophosphorylation and IRS-1 phosphorylation were higher in cells treated with HSP70 siRNA (153% and 274% increase, respectively, mean of two different experiments)."	reach	p(FPLX:HSPA)	increases	act(p(HGNC:IRS1))						
0b18324c-3ae5-4347-9421-93fced48d63f	0.94	19086862	"Studies provide the direct evidence that TNFalpha inhibits insulin stimulated glucose disposal and induces insulin resistance by inhibiting insulin dependent tyrosine phosphorylation of insulin receptor and insulin receptor substrate-1 (IRS-1) [XREF_BIBR], stimulating serine phosphorylation of IRS-1 protein [XREF_BIBR, XREF_BIBR] and decreasing GLUT4 [XREF_BIBR]."	reach	p(HGNC:IRS1)	decreases	act(p(HGNC:SLC2A4))						
bc83e91d-b2d5-4e6b-ab0d-32134fcf7a16	0.86	19103250	"Although JNK1 down-regulates insulin sensitivity by phosphorylation of Ser 307 in IRS-1, decreased JNK1 activity does not increase or prolong tyrosine phosphorylation of IRS-1."	reach	p(HGNC:MAPK8)	increases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
91f8acff-2347-49cc-ba04-6780ad50fa2f	0.95	19117011	"IGF-I-mediated IRS-1 tyrosine phosphorylation attenuated IRS-1 binding to Rad51 allowing efficient translocation of Rad51 to the sites of damaged DNA, which lead to the increased contribution of HRR in DNA repair of double strand breaks."	reach	"p(HGNC:IRS1, pmod(Ph, Tyr))"	decreases	act(p(HGNC:RAD51))						
91f8acff-2347-49cc-ba04-6780ad50fa2f	0.95	19117011	"IGF-I-mediated IRS-1 tyrosine phosphorylation attenuated IRS-1 binding to Rad51 allowing efficient translocation of Rad51 to the sites of damaged DNA, which lead to the increased contribution of HRR in DNA repair of double strand breaks."	reach	"p(HGNC:IRS1, pmod(Ph, Tyr))"	decreases	act(p(HGNC:RAD51))						
1a0cf244-5f4f-4ea5-9339-00b25a4d5bd5	0.65	19117011	"IGF-I-mediated IRS-1 tyrosine phosphorylation attenuated IRS-1 binding to Rad51 allowing efficient translocation of Rad51 to the sites of damaged DNA, which lead to the increased contribution of HRR in DNA repair of double strand breaks."	reach	"complex(p(HGNC:IRS1), p(HGNC:RAD51))"	decreases	act(p(HGNC:RAD51))						
1f923347-9856-4154-a57c-0e0e1d81658e	0.92	19117011	"Since the nuclear presence of IRS-1 was also demonstrated in the absence of T-antigen, in ERalpha positive breast cancer cells, we asked whether ER mediated IRS-1 nuclear translocation could inhibit HRR in medulloblastoma tumors, which are JCV negative."	reach	p(HGNC:ESR1)	decreases	act(p(HGNC:IRS1))						
e7f6ebf9-c780-4e95-a964-6b644caa0a43	0.65	19117011	"These data strongly suggest that both molecular and pharmacological interventions are capable of preventing ERbeta mediated IRS-1 nuclear translocation, which in turn improves DNA repair fidelity and possibly counteracts accumulation of malignant mutations in actively growing medulloblastomas."	reach	p(HGNC:ESR2)	increases	act(p(HGNC:IRS1))						
4e61b730-aa90-45b3-8f3a-0b920faa1c0a	0.99	19121779	"At low levels, amino acids increase Akt phosphorylation in isolated muscle cells and improve insulin sensitivity, but at higher concentrations amino acids strongly activate p70 S6 kinase 1 which directly phosphorylates IRS1 on inhibitory serine residues 312 and 636/639 and blunts Akt phosphorylation."	reach	p(HGNC:RPS6KB1)	directlyIncreases	"p(HGNC:IRS1, pmod(Ph, Ser, 312))"						
3d2c1ef4-8ecf-4739-9c48-71eb1082ba32	0.65	19121779	"At low levels, amino acids increase Akt phosphorylation in isolated muscle cells and improve insulin sensitivity, but at higher concentrations amino acids strongly activate p70 S6 kinase 1 which directly phosphorylates IRS1 on inhibitory serine residues 312 and 636/639 and blunts Akt phosphorylation."	reach	p(HGNC:RPS6)	increases	"p(HGNC:IRS1, pmod(Ph, Ser, 312))"						
2ec1bed3-ffa5-4ec2-9f57-806e011fc311	0.65	19136654	"Because CNTF stimulates glucose uptake downstream of IRS-1, we tested whether CNTF stimulated glucose uptake is maintained in muscles from mice fed a HFD for 12 weeks and obese mice deficient in leptin (ob/ob)."	reach	p(HGNC:CNTF)	increases	act(p(HGNC:IRS1))						
61d23e3f-a1ef-4a03-9227-e417973f0868	0.95	19148295	"TNF-alpha infusion increased phosphorylation of p70 S6 kinase, extracellular signal regulated kinase-1/2, and c-Jun NH (2)-terminal kinase, concomitant with increased serine and reduced tyrosine phosphorylation of insulin receptor substrate-1."	reach	p(HGNC:TNF)	directlyDecreases	"p(HGNC:IRS1, pmod(Ph, Tyr))"						
97eeb2db-8bc1-4bc2-8786-dfde15e2dc80	0.65	19171190	"Inhibition of CaMKII abrogated the insulin induced Erk-1/2 activation, DNA synthesis and phosphorylation of IRS-1 at S612."	reach	p(HGNC:INS)	decreases	"p(HGNC:IRS1, pmod(Ph, Ser, 616))"						
3e5e212e-cf9e-4d89-95e7-5c9f415f0e06	0.98	19171749	"Here, imatinib treatment for 4 weeks restored the reduced IRS-1 Tyr612 and Akt Thr308 phosphorylation in response to insulin (XREF_FIG), suggesting that imatinib improved insulin signaling through IRS-1 and Akt by decreasing JNK activation and IRS-1 Ser307 phosphorylation."	reach	p(HGNC:INS)	increases	"p(HGNC:IRS1, pmod(Ph, Thr, 309))"						
